Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Chapter
Ans4,37. 流感疫苗從今年十月一日開始施打，請問下列何者不符合補助資格(*527~531),50 歲以上 ,高風險慢性病或 BMI >= 30,孕婦 ,12 個月內嬰兒之父母
Ans2,38. 依據「醫療機構電子病歷製作及管理辦法」中，對於電子病歷資訊系統應有符合規定的管理措施，其中不包括下列哪一項？(*548),訂有保障電子病歷資料安全之機制 ,訂有符合醫療資訊標準交換之機制,訂有保持資訊系統時間正確之機制 ,訂有系統故障之緊急應變機制
Ans3,39. 在三層式資料庫結構中，提供使用者描述整體性的資料結構是哪個層次？(*101),內部層次 ,資料層次 ,概念層次 ,外部層次
Ans2,40. 在資訊系統測試期間，因修正動作持續不斷進行，為確保提供的系統係最新且一致，所須採用的控管為？(*248),架構管控 ,版本管控 ,人員管控 ,安全管控
Ans3,41. 下列那一項並非 JCAHO 建議的病人安全目標之一？(*509),病人辨識之準確性 ,醫療服務者間之有效溝通,病歷資料加密保護病人隱私 ,增進藥物之用藥安全
Ans1,42. 電腦化醫令配合電子病歷，可以進一步的發展臨床決策支援系統(CDSS)，是指下列何者？(*454),Clinical Decision Support System ,Clinical Document Structure System,Computerized Design Service Support ,Computerized Decision Support Services
Ans2,43. 急診檢傷分五級，請問下列何者屬於第一級？(*318),危急(Emergent) ,復甦急救(Resuscitation),緊急(Urgent) ,次緊急(Less Urgent)
Ans4,44. 全民健康保險資料庫的承保抽樣歸人檔，每組共抽出五萬人，抽出樣本之哪三種變項的分佈，與母體間並無明顯差異？(*598),投保的保費、地區、行業別 ,門診、住院、特約藥局,科別、診斷、用藥 ,年齡、性別、費用
Ans4,45. 健康資訊產業整合標準(IHE)定義及公布的技術規範，是希望醫療資訊系統應具備哪一種特性？(*666),Availability (可用性) ,Confidentiality (機密性),Integrity (完整性) ,Interoperability (互操作性)
Ans4,46. 請問下列何者不屬於電子簽章的立法原則？(*191~192),技術中立原則 ,契約自由原則 ,市場導向原則 ,官方主導原則
Ans4,47. 下列何者非一般加護病房之床邊生理監視器介面連接的儀器？(*417),心電圖機 ,呼吸器 ,點滴幫浦 ,血糖機
Ans2,48. Health on the Net Foundation 所訂定的醫學及健康網站執行原則 Hon code，不包括下列何者？(*583),著者透明化：能與作者聯繫,諮詢內容透明化：網站應確實公布病人姓名及諮詢內容,贊助者透明化：公開資金、基金或政府贊助,廣告及編輯方針的公正誠實
Ans1,49. 網路是一種分散且異質的環境，要做好網路管理，網路管理者必須透過軟體工具與網路設備溝通，一般所採用的「簡易網路管理通訊協定」是下列哪一種協定？ (*150),SNMP ,SOAP ,SMTP ,SNCP
Ans3,50. 請問下列何者不屬於 SOAP 其中之一？(*461),Subjective ,Objective ,Assignment ,Plan
