Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans3,12. 以下何者不是醫療雲的主要建設內容？(*32~35),健保雲端藥歷系統 . ,健康存摺,我的健康讚平台及App ,電子病歷交換中心,201811,(*32~35),2
Ans1,12. 臺灣健康雲計畫中，以民眾就醫紀錄為主軸，包括電子病歷交換中心、健保雲端藥歷系統和民眾健康存摺是哪一朵雲？(*32),醫療雲 ,照護雲 ,保健雲 ,防疫雲,201904,(*32),2
Ans2,13. 依據衛生福利部在電子病歷推動專區的加速推動電子病歷發展藍圖，106 年至 109 年的發展願景為何？(*30),建立健康資訊應用之基礎環境，推動健康資訊之創新應用,發展個人化之健康紀錄與加值應用,全面運用電子病歷提升醫療服務品質,建立以病人為中心且可跨院交換的電子病歷,201904,(*30),2
Ans3,41. 衛生福利部電子病歷交換中心(EEC)跨院交換服務，不包括下類哪一類病歷？(*32),門診病歷 ,出院病摘 ,癌症檢查報告 ,醫療影像及報告,201911,(*32),2
Ans1,"48. 臺灣健康雲計畫包含醫療、照護、保健及防疫等四朵子雲，其中醫療雲是以民眾就醫紀錄為主軸，不包括下列哪一項服務？(*32, 39)",我的健康讚平臺及 App ,電子病歷交換中心,健保醫療資訊雲端查詢系統 ,民眾健康存摺,201911,"(*32, 39)",2
Ans4,10. 臺灣健康雲計畫中，哪一朵子雲是建置全人健康管理平台？例如我的健康讚平台及 App 等。(*39),醫療雲 ,照護雲 ,防疫雲 ,保健雲,202004,(*39),2
Ans3,11. 為能及時有效防治新興傳染病，首需強化及加速我國疫情的哪種能力？(*39),圍堵能力 ,處理能力 ,偵測能力 ,宣傳能力,202004,(*39),2
Ans4,9. 臺灣於 2014年開始推動「臺灣健康雲計畫」，其中涵蓋四朵子雲，請問以下何者不是其中的一朵子雲？(*31),防疫雲 ,保健雲 ,醫療雲 ,食安雲,202011,(*31),2
Ans1,10. 臺灣健康雲計畫中，為所有醫院 EMR Gateway 上的 XML 格式病歷檔案產生索引，並提供搜尋與調閱，是下列哪一項服務？(*32),電子病歷交換中心,我的健康讚平台及 App,健保醫療資訊雲端查詢系統 ,健康存摺,202011,(*32),2
Ans4,32. 就我國推動之健保 IC 卡，下列敘述何者為非： (*60), 健保卡係由健保局發放 , 健保特約醫療院所每日須上傳就醫資料給健保局, 過敏藥物須於健保卡內註記 , 愛滋病(AIDS)患者須於健保卡內註記,201109,(*60),3
Ans4,10. 臺灣健康資訊發展策略地圖的四個構面，下列何者正確？(*58),資料庫構面、網路構面、醫學影像構面、資訊安全構面。,財務構面、顧客構面、內部流程構面、外部流程構面。,醫院構面、病人構面、保險構面、資訊構面。,財務構面、顧客構面、內部流程構面、學習與成長構面。,201610,(*58),3
Ans4,49. 建構健康資訊發展策略地圖，是包括哪四個構面？(*58),財務構面、顧客構面、供應鏈構面和資源規劃構面,財務構面、人事構面、內部程流構面和外部流程構面,師資構面、環境構面、教育訓練構面和學習與成長構面,財務構面、顧客構面、內部程流構面和學習與成長構面,201804,(*58),3
Ans3,"13. 1996 年美國所通過的 HIPAA(Health Insurance Portability and Accountability Act)，以下敘述何者不正確？(*49, 65)",是一個法案 ,對於洩漏病人隱私必須追究責任,規範健康保險應給付的費用 ,主要是管理個人隱私與資料安全保護的課題,201811,"(*49, 65)",3
Ans2,"15. 發展電子病歷或電子健康記錄，均會面臨個人隱私與資料保密的重要課題，因此美國制定了HIPAA 法案，為下列何者的縮寫？(*49, 65)",Health Interoperability Privacy and availability Act,Health Insurance Portability and Accountability Act,Health Infrastructure Platform Authority Act,Health Information Portability and Authentication Act,201911,"(*49, 65)",3
Ans2,12. 急診系統的重點與門診系統非常類似，但最大差異在急診系統必須具備下列那一項功能？(*53),病歷傳送 ,檢傷分類 ,報告傳輸 ,掛號批價,202004,(*53),3
Ans1,13. 由一群有共同目標的人員或組織在互利的情況下，達到對某些資訊規格的認同及同意，例如DICOM，是屬於哪一種方式所發展的標準？(*63),任務導向標準 ,實質標準,政府強制型標準 ,共識型標準,202004,(*63),3
Ans4,11. 對於標準產生的方式，下列敘述何者正確？(*63),ICD-10 是健保署規定作為疾病診斷申報標準，屬於任務導向標準。,DICOM 是因為影像產品市場強大的佔有率，而形成的實質標準。,Windows 作業系統因為多數人使用，而成為政府強制型標準。,HL7 是由各相關領域之志願者，依標準制定程序所產生的共識型標準。,202011,(*63),3
Ans3,46.醫院資訊系統中的病歷管理系統功能，不包括下列何者?(*4),疾病分類登記 ,病歷查詢 ,資材供應 ,病歷歸檔作業,200811,(*4),4
Ans4,12.雲端運算(Cloud Computing)技術未來可應用到 EHR 需求上，請問下列何者是正確的描述 (*67),雲端運算是一種概念，代表的是利用網路使電腦能夠彼此合作或使服務更無遠弗屆,雲端運算類似網路也類似網路運算,雲端運算類似分散式運算(Distributed Computing) 也類似網格運算(GridComputing),以上皆是,201003,(*67),4
Ans4,50.雲端運算(Cloud Computing)技術未來可應用到EHR需求上，請問下列何者是正確的描述(*67),雲端運算是一種概念，代表的是利用網路使電腦能夠彼此合作或使服務更無遠弗屆,雲端運算類似網路也類似網路運算,雲端運算類似分散式運算(Distributed Computing) 也類似網格運算(Grid Computing),以上皆是,201103,(*67),4
Ans4,29. 雲端運算(Cloud Computing)技術未來可應用到 EHR 需求上，請問下列何者是正確的描述 :(*67), 雲端運算是一種概念，代表的是利用網路使電腦能夠彼此合作或使服務更無遠弗屆, 雲端運算類似網路也類似網路運算, 雲端運算類似分散式運算(Distributed Computing) 也類似網格運算(GridCom, 以上皆是,201109,(*67),4
Ans4,"31. 對平衡記分卡(BSC)之敘述，下列何者為非： (*51,65-69,664-667)", 是以平衡觀念來驅動組織績效的量度 , 績效指標主要分為四個構面, 績效構面係透過策略地圖來串連 , 績效指標中以財務指標為首要,201109,"(*51,65-69,664-667)",4
Ans4,48. 雲端運算(Cloud Computing)技術未來可應用到 EHR 需求上，請問下列何者是正確的描述(*67), 雲端運算是一種概念，代表的是利用網路使電腦能夠彼此合作或使服務更無遠弗屆, 雲端運算類似網路也類似網路運算, 雲端運算類似分散式運算(Distributed Computing) 也類似網格運算(Grid Computing), 以上皆是,201203,(*67),4
Ans4,45. 下列何者不是台灣健康資訊發展策略地圖的構面之一 ? (*68), 財務構面 , 顧客構面 , 學習與成長構面 , 以上皆非,201211,(*68),4
Ans2,50. 醫療資源規劃(HRP)主要架構在何者的發展基礎上？ (*67), ERP , E-Healthcare , HIS , MIS,201403,(*67),4
Ans2,49.發展電子病歷或電子健康歷，均會面臨個人隱私與資料保密的重要課題，因此國外的下列哪一項制度最適合做為借鏡的重要參考? (*67), HIN , HIPAA , HIMSS , HMO,201504,(*67),4
Ans4,9.下列哪一種系統功能不是應用在住院管理?(*70),單一劑量系統 ,護理站系統 ,供膳系統 ,檢傷分類系統,201603,(*70),4
Ans4,10.下列哪些系統屬於門診資訊系統?(*70),掛號 ,批價 ,病歷 ,以上皆是,201603,(*70),4
Ans4,"48. 對於美國所實施的 HIPAA(Health Insurance Portability and Accountability Act)，以下敘述何者不正確？(*67,83)",在美國已經通過實施的法案,與醫療保險的資料有關,是為了保護個人隱私與資料保密,只是勸導性的規範，並不會要求追究洩漏個資的責任,201804,"(*67,83)",4
Ans1,14. 對於常用的醫學詞彙及代碼標準的敘述，下列何者正確？(*68), DRG 主要用於論病例計酬的醫療保險給付, ICD 用於臨床檢驗檢查項目的代碼，由美國國家醫學圖書館(NLM)負責維護, LOINC 是疾病分類代碼, UMLS 是世界衛生組織(WHO)所出版的國際疾病分類代碼,201811,(*68),4
Ans3,15. 下列哪一套醫學詞彙代碼系統字詞間的關係是由語意網路來表達，而且具有處理相似詞、相反詞、拼錯字及多國語言的能力？(*68-69), DRG , ICD9-CM ., UMLS , LOINC,201811,(*68-69),4
Ans3,16. 下列那一項有關HL7 的描述是錯誤的？(*70-71),HL7是一種健康資訊的交換標準 ,HL7的7代表第七層的應用層,HL7不支援XML格式 .,HL7是Health Level 7的縮寫,201811,(*70-71),4
Ans2,"17. 下列何者不是由國際 HL7 協會所制定的標準？(*70, 71)",臨床文檔架構(CDA) ,醫療數位影像傳輸標準(DICOM),快速健康照護互操作性資源(FHIR) ,HL7 V2 臨床訊息交換格式,201811,"(*70, 71)",4
Ans3,29. 下列哪一套醫學詞彙代碼系統字詞間的關係是由語意網路來表達，而且具有處理相似詞、相反詞、拼錯字及多國語言的能力？ (*68-69),DRG ,ICD9-CM ,UMLS ,LOINC,201904,(*68-69),4
Ans4,30. 醫院不論採用何種治療手段、藥物、住院天數，健保就只給醫院同一種給付價格的給付方式，是根據下列何種代碼？(*67),MeSH ,DICOM ,LONIC ,DRGs,201904,(*67),4
Ans3,"31. 中央健保署已開始實施國際疾病分類第十版 ICD-10-CM/PCS，請問其中的 PCS 代表？(*67, 時事題)",Progress Coding System .,Process Coding System,Procedure Coding System .,Program Coding System,201904,"(*67, 時事題)",4
Ans3,"32. ICD-10-CM 代碼的長度最短有三碼，請問最長到幾碼？(*67, 時事題)",五碼 ,六碼 .,七碼 ,八碼,201904,"(*67, 時事題)",4
Ans4,"33. DRGs(住院診斷關聯群支付制度)確實是一個可抑制醫療浪費的制度，但是配套措施一定要周全，否則將出現嚴重的弊端。請問下列何種屬於弊端之一？(*68 ,時事題)",病人遭醫院要求自費的機會增加 ,複雜病患，醫院拒收,病還沒治好，就被趕出醫院 ,以上皆是,201904,"(*68 ,時事題)",4
Ans4,34. 所謂 DICOM 是指下列何者的縮寫？(*71),Digital Image Common Model,Digital Identification Connection in Medicine,Diagnostic Imaging Communication in Medicine,Digital Imaging and Communication in Medicine,201904,(*71),4
Ans3,9. LOINC 是下列何者的編碼系統？(*68),藥劑處方 ,影像儀器 ,檢驗檢查 ,醫學辭彙,201911,(*68),4
Ans2,"10. 請問下列何種不屬於 DRGs(住院診斷關聯群支付制度)的優點之一？(*67-68 ,時事題)",減少不必要的用藥與檢查 ,病人遭醫院要求自費的機會增加,不會多住院 ,可控制日漸惡化的健保財務問題,201911,"(*67-68 ,時事題)",4
Ans1,11. 中央健保署已開始實施國際疾病分類第十版 ICD-10-CM/PCS，請問其中的 CM 代表？(*67),Clinical Modification .,Clinical Mode,Clinical Motivation ,Clinical Model,201911,(*67),4
Ans4,"12. 下列有關 ICD-10-CM 的描述何者有誤，請問大約可編出多少代碼？(*67, 時事題)",長度最長可到七碼 ,長度至少三碼,在第 3 個字元後使用小數點 ,第一個字元是數字,201911,"(*67, 時事題)",4
Ans3,13. 以下何者是由美國國家醫學圖書館(NLM)制定，具有 Metathesaurus 和 Semantic Network 的醫學詞彙標準(*69),SNOMED ,LOINC .,UMLS ,DRG,201911,(*69),4
Ans1,14. 下列哪一套醫學標準用以規定醫療院所使用的行政管理與臨床訊息交換格式？(*70),HL7 ,ICD10 ,UMLS ,SNOMED,201911,(*70),4
Ans1,16. 下列何者不是 HL7 組織所制定的標準？(*71),DICOM ,FHIR ,CDA ,Arden Syntax,201911,(*71),4
Ans3,"14. 下列有關 ICD-10-CM 的描述何者有誤？ (*67, 時事題)",長度最長可到七碼 ,長度至少三碼,第一個字元是數字 ,在第 3 個字元後使用小數點,202004," (*67, 時事題)",4
Ans1,15. 快速健康照護互操作性資源(Fast Healthcare Interoperability Resources; FHIR)是由哪一個組織所發展的資料交換標準？(*71),國際健康資訊交換第七層協定協會(HL7),美國放射科醫學會(ACR)及國家電器製造商協會(NEMA),世界衛生組織(WHO),美國國家醫學圖書館(NLM),202004,(*71),4
Ans4,16. 醫療資訊標準的推動可帶來下幾個主要的好處，請問下列何種不屬於其中的好處？(*75),整合性 ,獨立性 ,提升國際競爭力 ,提高開發成本,202004,(*75),4
Ans4,12. 醫院不論採用何種治療手段、藥物、住院天數，健保就只給醫院同一種給付價格的給付方式，是根據下列何種代碼？(*67),MeSH ,DICOM ,LONIC ,DRGs,202011,(*67),4
Ans3,13. 下列哪一套醫學詞彙代碼系統字詞間的關係是由語意網路來表達，而且具有處理相似詞、相反詞、拼錯字及多國語言的能力？(*68~69),DRG ,ICD9-CM ,UMLS ,LOINC,202011,(*68~69),4
Ans4,14. 所謂 DICOM 是指下列何者的縮寫？(*71),Digital Image Common Model,Digital Identification Connection in Medicine,Diagnostic Imaging Communication in Medicine,Digital Imaging and Communication in Medicine,202011,(*71),4
Ans4,15. FHIR 奠基於 HL7 (Health Level Seven)資料標準，FHIR 的主要目標就是促進醫療單位有效溝通醫療訊息，更要把醫療訊息廣泛使用於多樣的設備上，包括電腦、平板電腦和智慧型手機，不但能更輕鬆的提供醫療服務訊息給醫院和個人，也能提供系統化資訊給第三方應用程式開發者。請問 FHIR 的全名是？(*71),First Healthcare Interoperability Resources,Fast Healthcare International Resources,First Healthcare International Resources,Fast Healthcare Interoperability Resources,202011,(*71),4
Ans2,23.下列那一項不是門診資訊系統？ (*79),掛號 ,會計 ,批價 ,病歷,200909,(*79),5
Ans1,30.下列那一項有關HL7的描述是錯誤的? (*96),HL7的7代表第七版,HL7的7代表第七層的應用層,HL7是一種健康資訊的交換標準,HL7目前最新的版本是第三版,200909,(*96),5
Ans4,35.醫院門診常有病患抱怨就診時發生三長二短的情形，下列何者並非其中的三長？ (*82),排隊掛號時間長 ,候診時間長,排隊領藥時間長 ,以上皆非,200909,(*82),5
Ans4,21.大多數的醫學資訊標準多為 (*90),任務導向標準 ,實質標準,政府強制型標準 ,共識型標準,201003,(*90),5
Ans2,23.下列何者不是醫療詞彙或疾病分類標準 (*92),SNOMED ,XML,UMLS ,ICD-9-CM,201003,(*92),5
Ans4,24.下列有關 post-coordination 的代碼組合法的敘述何者有誤 (*93-96),比 pre-coordination 組合法有較高的擴充性,維持一致性比 pre-coordination 困難,UMLS 中可用其產生新詞,適合未來變動較小的領域,201003,(*93-96),5
Ans3,8.下列有關 LOINC 之敘述何者為真？ (*95),是 Logical Observation Interaction Names and Codes 之縮寫,包含了所有之檢查,是一種臨床檢驗編碼系統,醫院臨床檢驗都已經採用 LOINC,201010,(*95),5
Ans4,"10.對 DRG( Diagnosis-Related Groups)敘述何者為非? (*94,283,481)",用以代表住院病患的診斷類別 ,作為醫療費用給付的參考,以住院天數為編碼考量 ,是一種總額預算支付方式。,201010,"(*94,283,481)",5
Ans3,12.每個軸形成一完整的階層式分類方式，且包含疾病診斷名詞之一種多軸醫學名詞命名系統為? (*94),ICD ,HL7 ,SNOMED ,DRG,201010,(*94),5
Ans4,14.下列那一項有關 HL7 的描述是錯誤的? (*96),HL7 是一種健康資訊的交換標準,HL7 的 7 代表第七層的應用層,HL7 目前最新的版本是第三版,HL7 是 Health Label 7 的縮寫,201010,(*96),5
Ans1,38.下列哪一種標準是由一群各相關領域之志願者在自由開放的方式下進行會議討論及標準制定程序所產生的標準，如醫療訊息標準組織 HL7？(*90),共識型標準 ,政府強制型標準,實質標準 ,任務導向標準,201010,(*90),5
Ans2,49.下列哪一種系統可視為整體住院系統的核心單位？(*80),手術室管理系統 ,住院醫囑系統,護理站系統 ,住院管理系統,201010,(*80),5
Ans3,50.ICD-9-CM 中的 CM 是代表？(*94),Classified Modification ,Certified Modification,Clinical Modification ,Centralized Modification ,201010,(*94),5
Ans2,39.下列哪一種標準是以醫療費用及住院天數為主要編碼考量？(*94),SNOMED ,DRG ,LOINC ,CPT,201103,(*94),5
Ans1,"40. SNOMED 包含 320,000 個以上之醫學名詞及代碼，並使用下列哪一種方式允許使用者自行利用其多軸組合的機制，來描述複雜的症狀及診斷？(*94)",post-coordination ,pre-coordination,free-coordination ,inter-coordination,201103,(*94),5
Ans2,41.目前世界上最重要的醫療資訊交換標準有兩套，分別為？(*96),HL7 及 ICD-9 ,HL7 及 DICOM,DICOM 及 ICD-9 ,DRG 及 SNOMED,201103,(*96),5
Ans1,22. 我國目前健保申報給付所採用的疾病分類碼是哪一種: (*93), ICD9-CM , SNOMED , LOINC , HL7,201109,(*93),5
Ans1,41. 下列何者非醫學詞彙及代碼標準選擇的主要考量: (*93), EHR 使用的資料庫管理系統廠牌 , 使用目的 , 代碼的維護更新 , 代碼結構及組合法,201109,(*93),5
Ans4,49. 由一群各相關領域之志願者在自由開放的方式下進行會議討論及標準制定程序所產生的標準，如醫療訊息標準組織 HL7，它是屬於下列何者標準? (*90), 任務導向標準 , 實質標準 , 政府強制型標準 , 共識型標準,201203,(*90),5
Ans1,50. CEN TC251 是屬於下列何者的第 251 號技術委員會? (*91), 歐洲標準委員會 , 國際標準組織, 美國國家標準組織 , 中華民國國家標準組織,201203,(*91),5
Ans3,9. LOINC 是下列何者的編碼系統? (*95), 藥劑處方 , 影像儀器 , 檢驗檢查 , 醫學辭彙,201211,(*95),5
Ans2,23. ICD-9 的編碼由原來的 3 碼變為幾碼? (*94), 4 碼 , 5 碼 , 6 碼 , 7 碼,201211,(*94),5
Ans3,25. 目前健保局使用何種代碼作為保險給付疾病代碼標準？ (*93), SNOMED , LONIC , ICD-9-CM , DRGs,201211,(*93),5
Ans1,35. CEN TC251 是屬於下列何者的第 251 號技術委員會? (*91), 歐洲標準委員會 , 國際標準組織, 美國國家標準組織 , 中華民國國家標準組織,201211,(*91),5
Ans4,41. 由一群各相關領域之志願者在自由開放的方式下進行會議討論及標準制定程序所產生的標準，如醫療訊息標準組織 HL7，它是屬於下列何者標準? (*90), 任務導向標準 , 實質標準, 政府強制型標準 , 共識型標準,201211,(*90),5
Ans2,43. 醫院門診常有病患抱怨就診時發生三長二短的情形，下列何者並非其中的三長? (*82), 排隊掛號時間長 , 醫師看診時間長, 排隊領藥時間長 , 候診時間長,201211,(*82),5
Ans1,44. 近年來醫療大環境的變化迅速，有關應用資料倉儲與以多維度分析架構為基礎的______系統也越來越受到醫院管理階層重視 (*78), 平衡計分卡 , 高低計分卡, 比較計分卡 , 平均計分卡,201211,(*78),5
Ans3,37: 以下何種醫療代碼與醫療保險給付有較密切的關係? (*94-95),LOINC ,MeSH ,DRGs ,UMLS,201303,(*94-95),5
Ans3,38: 下列那一項有關 HL7 的描述是錯誤的 ? (*96),HL7 是一種健康資訊的交換標準 ,HL7 的 7 代表第七層的應用層,HL7 目前最新的版本是第七版 ,HL7 是 Health Level 7 的縮寫,201303,(*96),5
Ans4,23. 1996 年美國通過的 HIPAA 法案，對於醫療資訊傳送標準及其安全保障有明確規範，HIPAA 是指下列何者的縮寫? (**92), Health Image Privacy and Access Act, Health Information Protection and Automation Act, Health Insurance Patient Assurance Act, Health Insurance Portability and Accountability Act,201311,(*92),5
Ans2,47. 目前我國全民健康保險申報時使用的疾病分類代碼是哪一種? (*93), ICD-8-CM, ICD-9-CM, ICD-10-CM, ICD-11-CM,201311,(*93),5
Ans3,48. 下列何者不是常用的醫學詞彙及代碼標準? (*93), LOINC, MeSH, UML, SNOMED,201311,(*93),5
Ans3,19. 所謂 LOINC 是指下列何者的縮寫？ (*86), Laboratory Object Identifiers Names and Codes, Laboratory Object Information Names and Codes, Logical Observation Identifiers Names and Codes, Logical Observation Interaction Names and Codes,201403,(*86),5
Ans1,40. 醫療數位影像傳輸(Digital Imaging and Communications in Medicine;DICOM)標準是屬於下列哪種方式所產生的標準？ (*81), 任務導向標準 , 實質標準 , 政府強制型標準 , 共識型標準,201411,(*81),5
Ans3,41. 對於美國所使用的 HIPAA(Health Insurance Portability andAccountability Act)，以下敘述何者不正確？ (*83), 與健康保險資料有關 , 是一個隱私保護的法案, 規範病人就醫的行為 , 要求醫療資訊傳送的安全管理,201411,(*83),5
Ans2,42. 目前健保署正積極推動哪一版的國際疾病分類碼(ICD)，以滿足電子病歷對診斷代碼之要求？ (*85), ICD-9 , ICD-10 , ICD-11 , ICD-12,201411,(*85),5
Ans4,50. 所謂 LOINC 是指下列何者的縮寫？ (*86), Laboratory Observation Information Names and Codes, Laboratory Object Interaction Names and Codes, Logical Object Identifiers Names and Codes, Logical Observation Identifiers Names and Codes ,201411,(*86),5
Ans2,9.MeSH(Medical Subject Headings)是一套專為醫學文獻分類所設計的詞彙系統，由美國國家醫學圖書館所設計及維護。請問 MeSH 屬於哪一種結構的詞彙系統?(*86),網狀 ,樹狀 ,線狀 ,星狀,201504,(*86),5
