Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans1,35. CEN TC251 是屬於下列何者的第 251 號技術委員會? (*91), 歐洲標準委員會 , 國際標準組織, 美國國家標準組織 , 中華民國國家標準組織,201211,,
Ans2,36. 在一般系統維護工作中，以增加新功能或改良原系統功能為主要工作者，屬於以下何種維護作業? (*260), 預防性維護 , 完善性維護 , 適應性維護 , 矯正性維護,201211,,
Ans3,"37. 健保支(給)付制度中，下列何者不是論人計酬""的優點? (*283)""", 與醫療服務量無關，可降低醫療成本, 促使醫療院所重視醫療保健, 提高醫生的自主醫療行為, 行政作業成本低,201211,,
Ans4,38. 對於門診、急診、住院三種藥局之服務病人作業，下列描述何者有誤? (*290-291), 急診與住院藥局 24 小時作業， 但門診藥局只於門診時間才作業," 住院藥局有出院帶藥""作業， 但門/急診藥局則無此作業""", 門/急診醫療不經過批價作業， 但住院部份醫囑需要經書記批價, 立即給藥醫囑(stat order)用於診間醫囑,201211,,
Ans1,39. 對醫師績效之描述，下列何者有誤? (*301-303), 醫院係依醫師之服務量(診察、開藥、檢查等)提供核算績效，與醫院經營及健保支付無關, 績效評量主要考量生產量、品質、研發與病人滿意度等指標, 績效包括個人績效、單位(科室)等, 論量計酬方式容易造成醫師衝量之過度醫療行為,201211,,
Ans1,40. 下列何者不是衛生署擬定的病人安全目標 ? (*508), 強化醫院設備 , 提升用藥安全, 預防病人跌倒 , 鼓勵異常事件通報,201211,,
Ans4,41. 由一群各相關領域之志願者在自由開放的方式下進行會議討論及標準制定程序所產生的標準，如醫療訊息標準組織 HL7，它是屬於下列何者標準? (*90), 任務導向標準 , 實質標準, 政府強制型標準 , 共識型標準,201211,,
Ans2,42. 急診病人來院狀況若非緊急狀況，則由受過訓練之護理人員辦理檢傷分類，請問檢傷分類共分幾級? (*311), 四級 , 五級 , 六級 , 七級,201211,,
Ans2,43. 醫院門診常有病患抱怨就診時發生三長二短的情形，下列何者並非其中的三長? (*82), 排隊掛號時間長 , 醫師看診時間長, 排隊領藥時間長 , 候診時間長,201211,,
Ans1,44. 近年來醫療大環境的變化迅速，有關應用資料倉儲與以多維度分析架構為基礎的______系統也越來越受到醫院管理階層重視 (*78), 平衡計分卡 , 高低計分卡, 比較計分卡 , 平均計分卡,201211,,
Ans4,45. 下列何者不是台灣健康資訊發展策略地圖的構面之一 ? (*68), 財務構面 , 顧客構面 , 學習與成長構面 , 以上皆非,201211,,
Ans2,46. 營養評估的方法分為六大類，分別以 A、B、C、D、E、F 之代號為速記，請問代號 B是代表：(*443), 人體測量 , 生化檢驗 , 臨床檢查 , 飲食攝取情況,201211,,
Ans3,47. 下列何者是由組織內的一群成員，根據某種疾病或某種手術方法制訂了一種治療模式，讓病患由住院到出院都依此模式來接受治療? (*482), 標準路徑 , 治療路徑 , 臨床路徑 , 以上皆非,201211,,
Ans4,48. 下列何者不是衡量醫療品質的面向? (*566), Structure , Process , Outcome , Cost,201211,,
Ans4,49. 醫療品質管理中強調品質管理沒有終點，應該不斷循環，在操作上轉化成 PDCA 循環，其中 P 是指? (*567), Protocol , Process , Prototype , Plan,201211,,
Ans4,50. 美國公開基因序列資料庫 GenBank 是由哪一個單位負責維護? (*630), EBI , FBI , CIA , NCBI,201211,,
