Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans2,38.對於各種健保支付制度的敘述何者正確?(*286),論量計酬：醫師的醫療行為自主權低,論日計酬：作業簡單，行政成本低,論人計酬：行政作業成本高,總額預算制：協商容易,201603,(*286),15
Ans3,39.在檢驗資訊系統中，可自動將病人的檢驗結果與設定的檢驗危險值比較，合乎危險值通報醫護人員的範圍時要以特別顏色顯示提醒。請問這是下列何種比對?(*363-364),reference check , delta check , panic check , double check,201603,(*363-364),18
Ans1,40.建構疾病管理轉型到健康管理的整合性醫療服務體系時，其資訊管理系統存在的需求，下列何者有誤?(*38),合理化收費 ,共同標準平台的建立 ,資訊網路化 ,資訊安全性,201603,(*38),2
Ans1,41.下列設備何者不是放射科的檢查儀器?(*403),自動體外心臟電擊去顫器(AED) ,磁振造影(MRI), X 光(X-RAY) ,電腦斷層攝影 CT,201603,(*403),20
Ans1,42.診間醫令系統中，主要的輸入作業簡稱 SOAP，請問 SOAP 代表下列何者?(*461),"Subjective, Objective, Assessment, Plan"," Simple, Object, Access, Protocol"," Subjective, Objective, Assignment, Plan"," Simple, Object, Access, Plan",201603,(*461),24
Ans3,43.請問下列何者不是病人安全目標之一?(*510),提升用藥安全 ,預防病人跌倒及降低傷害程度,提昇資訊網路安全 ,提升手術安全,201603,(*510),26
Ans3,44.外國學生到醫療院所就醫時，被醫師診斷是肺結核，依法規醫院必須通報哪個單位?(*528),外交部 ,內政部 ,疾病管制署 ,中央健保署,201603,(*528),27
Ans4,45.請問下列何者不是電子病歷上之優勢?(*540-541),電子病歷更具安全性 ,電子病歷促進醫務管理及醫學研究,電子病歷增加正確性及完整性 ,電子病歷取得困難,201603,(*540-541),28
Ans1,46.針對健保資料庫ㄧ般申請資料的敘述，下列何者錯誤?(*610),所提供的資料是採用 XML 格式，非常方便處理,資料包括門診、住院和特約藥局,承保抽樣歸人檔的五萬人樣本，其年齡、性別和費用等三種變項分布，與母體間並無明顯差異,特定主題分檔包括牙醫、中醫藥、癌症等十幾種疾病的門診處方治療明細,201603,(*610),31
Ans1,47.衛生福利部的遠距健康照護計畫，主要分為哪幾種健康照護服務模式?(*645),機構式、社區式、居家式 ,全國、縣市、鄉鎮區,集中式、分散式、獨立式 ,老年人、慢性病、嬰幼兒,201603,(*645),33
Ans1,48.以下那一項不是平衡計分卡的績效評估指標?(*661),服務構面 ,顧客構面 ,內部程序構面 ,學習與成長構面,201603,(*661),34
Ans2,"49.在健康資訊產業整合(IHE)中，跨機構臨床文件分享(cross-enterprise clinical documentsharing, XDS)整合規範，是屬於哪一個領域的技術架構?(*679)",放射科 (Radiology) ,資訊科技基礎建設 (IT Infrastructure),心臟科 (Cardiology) ,檢驗室 (Laboratory),201603,(*679),35
Ans2,50.防火牆的資料過濾有不同的方式，其中檢查封包的來源和目的的 IP 位，及使用的TCP/UDP 埠號是否合理，是屬於下列哪一種?(*174),應用程式層過濾器 ,資料封包過濾器,代理式過濾器 ,病毒掃瞄過濾器,201603,(*174),9
