Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans1,"40. SNOMED 包含 320,000 個以上之醫學名詞及代碼，並使用下列哪一種方式允許使用者自行利用其多軸組合的機制，來描述複雜的症狀及診斷？(*94)",post-coordination ,pre-coordination,free-coordination ,inter-coordination,201103,(*94),
Ans2,41.目前世界上最重要的醫療資訊交換標準有兩套，分別為？(*96),HL7 及 ICD-9 ,HL7 及 DICOM,DICOM 及 ICD-9 ,DRG 及 SNOMED,201103,(*96),
Ans3,42.TMT 電子病歷格式與內容是以醫療人員日常工作中的紙張單張為基本單位，採用下列哪一種架構，構成一個完整的樹狀結構之電子病歷架構？(*101),HTML ,SML ,XML ,UML,201103,(*101),
Ans4,43.下列哪一種優點並非醫療資訊標準之推動可帶來的主要好處？(*102),交換性 ,整合性 ,獨立性 ,創造性,201103,(*102),
Ans4,44.藥品庫存管理系統中那一種藥品的撥補週轉率最高：(*387),高耗用量藥品 ,一般藥品,低耗用量藥品 ,大型點滴,201103,(*387),
Ans4,45.緊急醫療管理系統是用那一種標準來傳送各醫院的空床通報：(*326),DICOM ,LOINC ,SNOMED ,HL7,201103,(*326),
Ans3,46.衛生署於民國九十九年起全面實施新急診檢傷分類標準，使醫院能致力於處置危急的重症病患，將有限之資源留給最危急、最嚴重之病人使用。請問新急診檢傷分類標準共分為幾級？ (*313),三級 ,四級 ,五級 ,六級,201103,(*313),
Ans4,47.下列那一項應用系統不使用DICOM標準？ (*674),PACS ,CT ,MRI ,LIS,201103,(*674),
Ans3,48.法定傳染病共分為幾類？ (*529),三類 ,四類 ,五類 ,六類,201103,(*529),
Ans4,49.一般醫院對病歷之管理，下列何者為非？ (*342),審查分「量」與「質」兩種,訂有獎懲規定,病人出院後7天內需補全未完成之病歷,病人出院後4天內需送回病歷室,201103,(*342),
Ans4,50.雲端運算(Cloud Computing)技術未來可應用到EHR需求上，請問下列何者是正確的描述(*67),雲端運算是一種概念，代表的是利用網路使電腦能夠彼此合作或使服務更無遠弗屆,雲端運算類似網路也類似網路運算,雲端運算類似分散式運算(Distributed Computing) 也類似網格運算(Grid Computing),以上皆是,201103,(*67),
