Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Chapter
Ans3,"11.下列哪一套醫學詞彙代碼系統字詞間的關係是由語意網路來表達，而且具有處理相似詞、相反詞、拼錯字及多國語言的能力? (*87)"," DRG "," ICD9-CM "," UMLS ", LOINC
Ans3,"12.ACID 為交易管理必須注意的四大特性，下列敘述何者錯誤?(*103)","整個交易指令視為一個不可分割的單元","交易過程中所用到的資料不可受到其它交易讀取或修改","交易過程中資料庫必須保持一致性",交易確認執行後對資料庫的更新是永久性的
Ans2,"13.Oracle 資料庫管理系統屬於哪一種資料模型?(*106~108)","物件導向式 ","物件關聯式 ","階層式 ",網路式
Ans1,"14.電腦系統的發展，依不同時期主要有三種架構，包括甲：主機終端機架構(MainframeTerminal)，乙：結合全球資訊網的三層式架構(3-Tier Architecture)和丙：主從式架構(Client-Server Architecture)，電腦系統架構的發展，由最早期到最近的先後順序為何?(*457)","甲丙乙 ","甲乙丙 ","乙甲丙 ",丙乙甲
Ans1,"15.下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致? (*115)","正規化(Normalization) ","最佳化(Optimization)","視覺化(Visualization) ",最小化(Minimization)
Ans4,"16.下列有關關聯式資料模型的正規化描述何者為非?(*123)","理論上資料表經由正規化分割得越細，越可避免資料重複及異動操作的問題","資料表經由正規化分割得太細，在資料查詢時可能會用到許多合併運算而非常沒有效率","資料表經由正規化分割得越細，在資料儲存時可能會用到更多的空間",在實務上正規化越高，越能滿足應用需求
Ans3,"17.在乙太網路架構下，管理各項網路設備通常使用何種通訊協定進行溝通? (*151)"," SCJP "," SCWCD "," SNMP ", SNOMED
Ans1,"18.在量測生理訊號時，會收到許多雜訊，如果我們想要濾除高頻雜訊，應該使用何種濾波器?(*158)","低通濾波器 ","高通濾波器 ","帶通濾波器 ",帶限濾波器
Ans4,"19.在生醫訊號處理中，心電圖 QRS 複合波的尋找，最主要是屬於下列哪一項訊號處理技術之應用?(*161)","雜訊去除 ","資料壓縮 ","頻譜分析 ",訊號特徵擷取
Ans4,"20.下列關於一般防火牆的敘述何者錯誤?(*175)","可過濾封包來源及目的 IP 位址是否合法 ","可改變進出交通的 IP 位址","可過濾封包是否使用合法的 TCP/UDP 埠號 ",可比對入侵行為特徵碼
Ans2,"21.我國健保資訊網路採用何種網路技術傳輸資料，並設有多道防火牆來降低駭客入侵系統或盜取資料之風險? (*179)"," Proxy "," VPN "," DICOM ", SNMP
Ans3,"22.目前我國二代健保卡採用 RSA 公開金鑰演算法來保護個人資料，其中 RSA 屬於何種密碼系統? (*183)","對稱性密碼系統 ","單金鑰系統 ","非對稱性密碼系統 ",三金鑰系統
Ans4,"23.對於電子簽章的敘述，下列何者正確? (*183,191)","傳送端是使用自己的公開金鑰簽章","接收端是使用自己的私密金鑰驗章","電子簽章的過程，要對整份文件做 RSA 的加密運算，所以很花時間",將文件先以單向赫序函數計算出訊息摘要之後，電子簽章只是針對訊息摘要進行 RSA 加密運算
Ans4,"24.醫院資訊系統委外開發為目前廣被醫院採用的一種模式，下列何者是委外大型廠商開發的優點? (*215)","大型廠商經驗豐富 ","大型廠商議價占優勢 ","大型廠商設備齊全 ",已上皆是
Ans1,"25.系統測試程序中，一般採用白箱測試技術來驗證系統功能規格書中細部設計所描述模組的正確性，是指下列哪一種測試? (*245)","單元測試 ","整合測試 ","驗收測試 ",整體測試
Ans3,"26.當醫院舊資訊系統正常運作執行中，而要導入新資訊系統的階段，必須保持舊資訊系統繼續正常運作。如要比較新、舊資訊系統間所產生數據的對應關係，應進行何種測試? (*248)","單元測試 ","整合測試 ","平行測試 ",整體測試
Ans4,"27.掛號及批價管理是醫院行政中的何種任務? (*279)","醫療照護 ","經營管理 ","醫師服務 ",醫療事務
Ans4,"28.健康保險支付制度中，適用於長期照護論病例計酬的資源耗用群簡稱為下列何者？(*285)"," APGs "," DRGs "," HMOs ", RUGs
Ans1、2、3、4(送分),"29.下列關於各種健保支付制度的敘述何者正確? (*286)","論量計酬-有效控制醫療費用上漲 ","論日計酬-作業複雜，行政成本高","論人計酬-醫師的醫療行為自主權高 ",總額預算制-行政作業成本低
Ans4,"30.PACS 醫學影像系統是一種專門用來儲存、取得、傳送與展示醫療影像的電腦或網路系統，主要採用哪一種共通檔案格式? (*296)"," JPEG "," TIFF "," CDA2 ", DICOM
Ans1、2、3、4(送分),"31.新急診五級檢傷分類標準，其中危急(URGENT)等級屬於哪一級? (*318)","第一級 ","第二級 ","第四級 ",第五級
Ans3,"32.急診醫令系統應該要能夠處理以下各種看診狀態，其中醫師對病人診察治療的狀態尚未完成，待後再處理，例如病人去檢驗或照 X 光，是屬於哪一種狀態? (*319)","候診 ","完診 ","暫存 ",留觀
Ans1,"33.病歷管理電腦化系統的功能，不包括下列何者? (*338)","藥品庫存管理系統 ","手術分類等檢索查詢系統","病歷相關資料統計分析系統 ",現場掛號和預約掛號系統
Ans1,"34.下列哪一種資訊系統需由個人、醫療照護提供者以及其他相關者來共同維護?(*34~35)"," 電子健康記錄系統","電子病歷系統 ","電子病人資料系統 ", 電腦化病歷系統
Ans3,"35.醫院 HIS 與 LIS 系統界接，其中資料流向是由 LIS 傳回 HIS 的是下列何者？(*360)","病人基本資料 ","醫令 ","結果報告 ",批價
Ans1,"36.下列何者不是檢驗室建構檢驗資訊系統的優點? (*365)","增加病人住院日，減少病床周轉率 ","減少批價漏失","可準確複檢檢體，減少試劑浪費 ",增加病歷紀錄的完整性
Ans2,"37.利用不同頻率的電磁波脈衝，引起人體不同器官內原子共振，再由原子回到基底狀態時，所放出的能量，引起磁場向量的改變，接收感應線圈電流再轉換成影像的是下列哪一種造影技術? (*402)"," CT (Computerized Tomography) "," MRI (Magnetic Resonance Imaging)"," Ultrasound ", X Ray
Ans1,"38.護理資訊系統必須結合護理過程來設計，護理過程通常是依照下列哪一種順序? (*429)","病人評估、診斷、計畫、護理措施、成果評值","成果評值、計畫、病人評估、護理措施、診斷","護理措施、診斷、病人評估、計畫、成果評值",病人評估、護理措施、診斷、成果評值、計畫
Ans4,"39.疾病監測也稱流行病學監測，是指透過持續的收集、分析、解釋、描述疾病相關資料，進而有效控制疾病。下列何者是疾病監測的目的? (*527)","制定與評估防疫政策 ","偵測即時疫情 ","建立疾病自然史 ",以上皆是
Ans2,"40.病毒性感染症合約實驗室監視系統，是由哪一個衛生單位委託醫學中心及區域醫院，針對疑似腸病毒及類流感病例進行採檢送驗，以了解社區流行的病毒株，並評估疫情擴散與活躍程度? (*528)","社會及家庭署 ","疾病管制署 ","食品藥物管理署 ",國民健康署
Ans4,"41.伊波拉病毒屬於法定傳染病的哪一類? (*529)","第一類 ","第二類 ","第四類 ",第五類
Ans4,"42.下列何者不是電子病歷的特質? (*537)","複雜的文件 ","私人的文件 ","延續照護的可信賴資料來源 ",以上皆非
Ans3,"43.醫療機構以電子文件方式製作及儲存之病歷，得免另以書面方式儲存，是依據哪一項法令條文? (*548)","電子簽章法 ","醫師法 ","醫療法 ",個人資料保護法
Ans3,"44.戴明的 PDCA 循環中 A 指的是? (*564~565)"," Accomplishment "," Accommodation "," Action ", Achievement
Ans3,"45.目前世界上最重要的醫療資訊交換標準有兩套，分別為? (*87)"," HL7 及 ICD-9 "," DRG 及 SNOMED"," HL7 及 DICOM ", DICOM 及 LOINC
Ans1,"46.21 世紀的醫療品質管理，強調的是下列哪一種為中心的全面品質管理? (*570)","病人 ","醫院 ","醫護",人性
Ans1,"47.下列關於遠距醫療的功能敘述何者錯誤? (*640)","遠距給藥 ","遠距會診 ","遠距生理訊號量測 ", 遠距醫護人員教育
Ans1,"48.下列哪一個非需要遠距醫療的主要原因? (*641)","提供都會地區醫師繼續教育 ","需要改進轉診及照會的品質","促進個案討論、學術交流 ",偏遠地區醫療資源仍缺乏
Ans2,"49.發展電子病歷或電子健康歷，均會面臨個人隱私與資料保密的重要課題，因此國外的下列哪一項制度最適合做為借鏡的重要參考? (*67)"," HIN "," HIPAA "," HIMSS ", HMO
Ans2,"50.國際健康資訊產業整合協會(IHE)制定十餘種臨床作業領域的整合規範(Integration Profile)，其中不包括下列哪一個領域? (*675)","心臟科 ","牙科 ","眼科照護 ",放射科
