Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans3,31. 下列對電子病歷的描述何者錯誤？ (*540-541), 電子病歷取得便利, 電子病歷增加正確性及完整性, 電子病歷遭竄改不會留下紀錄, 電子病歷可促進醫務管理及醫學研究,201411,(*540-541),28
Ans4,32. 依據「醫療機構電子病歷製作及管理辦法」，下列敘述何者正確？(*548), 電子簽章，應於病歷製作後 72 小時內完成之, 電子病歷之簽章，只能使用醫事人員憑證為之, 電子病歷須經中央主管機關加註時戳, 醫院評鑑或全民健康保險之主管、主辦機關非有特殊理由，不得要求醫院交付書面病歷,201411,(*548),28
Ans4,33. 下列那一項並非病人安全目標之一？ (*509), 增進藥物之用藥安全 ,病人辨識之準確性, 減少院內感染 ,禁止網路傳輸病人個資,201411,(*509),26
Ans3,34. Health on the Net Foundation 所訂定的醫學及健康網站執行原則 HONcode 中，下列敘述何者不正確？ (*583), 作者應為專業人員, 不可替代主治醫師的治療, 網站的贊助者應予保密，不可以公開, 著者透明化，能與作者聯繫,201411,(*583),30
Ans1,35. 全民健康保險資料庫目前提供十餘種特定主題分檔的資料，其中不包括下列哪一種？ (*600), 死亡 , 牙醫 , 癌症 , 糖尿病,201411,(*600),31
Ans1,36. 遠距醫療的功能，不包括下列何者 ? (*640), 遠距給藥 , 遠距生理量測 , 遠距會診 , 遠距醫護人員教育,201411,(*640),33
Ans3,37. 下列何者非需要遠距醫療的主要原因？ (*646), 偏遠地區醫療資源仍缺乏 , 提供偏遠地區醫師繼續教育, 減少醫療資源浪費 , 滿足特殊照顧需求,201411,(*646),33
Ans4,38. 健康資訊產業整合標準(IHE)定義及公布的技術規範，是希望醫療資訊系統應具備哪一種特性？ (*666), Availability(可用性) , Confidentiality(機密性), Integrity(完整性) , Interoperability(互操作性),201411,(*666),35
Ans3,39. 「健康資訊產業整合協會（IHE）」是在 1997 年由下列哪二個協會共同組成，以建立具有互操作性及可攜性的作業流程，來改善健康照護的資訊科技系統、收集各種需求案例、制定實用的標準，及發展製造業可以應用的技術規範。 (*667),北美放射協會（Radiology Society North America; RSNA）和 國際醫學資訊協會（International Medical Informatics Association; IMIA）,美國護理資訊協會（American Nursing Infomatics Association;ANIA）和 國際醫學資訊協會（International Medical InformaticsAssociation; IMIA）, 北美放射協會（Radiology Society North America; RSNA）和 健康資訊管理系統協會（Health Information and Management Systems Society;HIMSS）, 健康資訊管理系統協會（Health Information and Management SystemsSociety; HIMSS ）和 國際醫學資訊協會（International MedicalInformatics Association; IMIA）,201411,(*667),35
Ans1,40. 醫療數位影像傳輸(Digital Imaging and Communications in Medicine;DICOM)標準是屬於下列哪種方式所產生的標準？ (*81), 任務導向標準 , 實質標準 , 政府強制型標準 , 共識型標準,201411,(*81),5
Ans3,41. 對於美國所使用的 HIPAA(Health Insurance Portability andAccountability Act)，以下敘述何者不正確？ (*83), 與健康保險資料有關 , 是一個隱私保護的法案, 規範病人就醫的行為 , 要求醫療資訊傳送的安全管理,201411,(*83),5
Ans2,42. 目前健保署正積極推動哪一版的國際疾病分類碼(ICD)，以滿足電子病歷對診斷代碼之要求？ (*85), ICD-9 , ICD-10 , ICD-11 , ICD-12,201411,(*85),5
Ans4,43. 資料庫的查詢與異動等操作，包括新增、修改和更新，通常所使用下列哪一種語言？ (*99), DNL(Database Normalization Language), DQL(Database Query Language), SDL(Standard Database Language), SQL(Structure Query Language),201411,(*99),6
Ans1,44. 結構化查詢語言（structured query language; SQL）一般都應用在下列哪種資料庫模型？ (*99), 關聯式（relational）模型 , 物件導向式（object-oriented）模型, 階層式（hierarchical）模型 , 網路式（networking）模型,201411,(*99),6
Ans2,45. PACS醫學影像系統的資訊儲存及交換，主要是採用下列哪一種共通格式？ (*296), BMP , DICOM , GIF , JPEG,201411,(*296),15
Ans3,46. 網路管理中管理端與被管理端通常使用何種通訊協定進行溝通？(*151), DICOM , HL7 , SNMP , SNOMED,201411,(*151),7
Ans3,47. 下列有關加解密技術之描述何者正確？ (*183), 公開金鑰基礎建設(PKI)是採用對稱性密碼系統, 傳輸大量的資料一般會用非對稱性加密系統直接加密之, 醫療憑證管理中心採用非對稱性密碼系統, 非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快,201411,(*183),9
Ans2,48. 請問下列何者為錯誤的描述？ (*245-248), 整合測試是屬於黑箱測試, 平行測試是屬於白箱測試, α－測試與 β－測試一般用於驗收測試的階段, α－測試與 β－測試一般均由使用者進行系統測試工作為主,201411,(*245-248),13
Ans4,49. 關於臨床路徑的優點敘述何者錯誤？ (*491), 避免醫院治療系統的故障 , 減少住院日數, 改進治療成果，提高醫療品質 , 增加醫院收入,201411,(*491),25
Ans4,50. 所謂 LOINC 是指下列何者的縮寫？ (*86), Laboratory Observation Information Names and Codes, Laboratory Object Interaction Names and Codes, Logical Object Identifiers Names and Codes, Logical Observation Identifiers Names and Codes ,201411,(*86),5
