Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans3,13. 電子病歷是文件的一種，下列何者不是它的特性 (*539-540), 複雜 , 私密, 目前有統一的格式 , 提供持續照顧的可信賴資料來源,201203,(*539-540),
Ans4,14. 下列法令何者與電子病歷無關? (*546), 電子簽章法 , 醫療法, 醫師法 , 資訊公開法,201203,(*546),
Ans2,"15. 現行我國行政院衛生署推動之 HCA 認證中，可用於病人就診時讀取病人重大傷病等病人?私資料者為? (*176,185 實務題)", 醫療機構卡 , 醫事人員卡 , 病人 IC 卡 , 自然人憑證。,201203,"(*176,185 實務題)",
Ans1,"16. 衛生署委託醫學資訊學會最近制定的電子病歷基本格式，是遵循 HL7/CDA 的標準，所謂CDA 是指下列何者? (*97,552)", Clinical Document Architecture , Communication Data Access, Computer Database Assistance , Control Disease Association,201203,"(*97,552)",
Ans3,"17. 病人在診療中，下列何項在醫令系統警示，不須通報至衛生相關單位? (*391,528)", 藥物不良反應 , 傳染病 , 過敏藥物 , 以上均是,201203,"(*391,528)",
Ans3,18. TMT 電子病歷格式與內容是以醫療人員日常工作中的紙張單張為基本單位，採用下列哪一種架構，構成一個完整的樹狀結構之電子病歷架構？(*101), HTML , SML , XML , UML,201203,(*101),
Ans3,19. 資訊安全目標的宗旨在於保護資料及系統資源的三種性質，下列何者不是其中之一? (*161), confidentiality , integrity , authority , availability,201203,(*161),
Ans3,20. 一般醫院對病歷之管理，下列何者為非? (*342), 審查分「量」與「質」兩種, 病人出院後最晚需 3 天內送回病歷室, 病人出院後最晚需 30 天內補全未完成之病歷, 訂有獎懲規定,201203,(*342),
Ans1,21. 「一個由硬體及軟體所組成的完整系統，在不違反存取權限的情況下，能同時服務不定個數的用戶，並處理從一般機密至最高機密等不同範圍的資訊」乃是指 (*162), 受信任系統 , 安全系統 , 信心系統 , 以上皆非,201203,(*162),
Ans4,22. 就我國「醫療憑證管理中心」下列描述何者有誤? (*177), 以「公開金鑰系統」為基礎, 結合使用「醫事機構」憑證 IC 卡來保障民眾就醫之私密性資料, 結合使用「醫事人員」憑證 IC 卡來保障民眾就醫之私密性資料, 「醫療憑證管理中心」由健保局主管維運,201203,(*177),
Ans3,23.「電子簽章法案」是規範電子簽章的相關作業，確立電子簽章的法律效力，做為電子商務與電子資料交換的作業基準；下列那些原則是此法建立的基礎? (*182-183), 技術中立、資料完整、契約自由 , 技術中立、資料完整、市場導向, 技術中立、契約自由、市場導向 , 資料完整、契約自由、市場導向,201203,(*182-183),
Ans2,24. 醫療紀錄之存取控制與一般之資料存取控制有極大的不同。就醫療紀錄之存取控制，下列描述何者為非? (*186), 醫療紀錄的產生者是醫師，但其擁有者卻非醫師本人, 醫療紀錄資訊與實體病歷的擁有者才有修改之權力, 就資料庫角度而言，醫療紀錄之權限授予不以資料表為單位，而常僅是部份的資料, 傳統資料存取權限權利取得後即鮮少失去，然醫療人員對於醫療錄存取權限取得後，一旦醫療結束後隨即失去,201203,(*186),
Ans4,"25. 下列有關隱私權之敘述何者正確? (*193,194)", 對個人不會造成傷害的資料不算隱私資料, 保障個人隱私會造成治安問題，為公眾利益可犧牲個人隱私, 君子坦蕩蕩實在沒什麼隱私保護的問題, 資訊隱私是指個人控制其個人資訊的權利,201203,"(*193,194)",
Ans4,26. 在檢驗系統的分類中，由人體切下的檢體，一般歸屬? (*353), 生化組 , 細菌組 , 血庫 , 病理組,201203,(*353),
Ans3,27. 以記錄住院期間醫生開立之用藥、處置、檢查、檢驗和伙食之歷程，稱為? (*288), 入院紀錄(admission note) , 在院紀錄(in-hospital note), 治療紀錄(progress note) , 出院紀錄(discharge note),201203,(*288),
Ans1,28. 知情同意書(informed consent form)設計的立論基礎是為了個人的何種權益? (*196), 自主權 , 隱私權 , 工作權 , 受教權,201203,(*196),
Ans1,29. 下列何項在門診診間醫令中一定會執行? (*458-463), 輸入 SOAP , 開立檢查/檢驗 , 開立用藥處方 , 生理量測,201203,(*458-463),
Ans3,30. 在系統測試的程序中，單元測試完成之後續執行步驟為? (*241), 平行測試 , 版本測試 , 整合測試 , 整體測試,201203,(*241),
Ans2,31. 下列何者測試是使用者於實際作業環境下操作系統，而開發人員並不在現場，使用者必須自己獨力記錄所發生的問題或錯誤? (*242), α－測試 , β－測試 , γ－測試 , δ－測試,201203,(*242),
Ans2,32. 對急診檢傷而言，下列敘述何者為非？(*314-315), 民國 99 年 1 月 1 日起分為五級, 第三級比第二級緊急, 第二級稱為「危急」，應在十分鐘之內處理, 先做檢傷再做急診掛號,201203,(*314-315),
Ans2,33. 下列何者不是 2005 年衛生署擬定的病人安全目標 (*305), 提升用藥安全 , 強化醫院設備, 鼓勵異常事件通報 , 預防病人跌倒,201203,(*305),
Ans2,34. 藥物不良反應(adverse drug reaction; ADR)是病人傷害的來源之一。臨床藥學專家將 ADR 分為三個等級，其中，會延長病人住院時間，且造成病人不舒服者屬? (*391), 嚴重的不良反應 , 中度的不良反應, 輕度的不良反應 , 以上皆非,201203,(*391),
Ans3,35. 下列何者對護理資訊系統的描述不正確? (*425-429), 以 NANDA 護理問題及內容為護理過程及護理資料庫建置的基礎, 一般簡稱為 NIS, 功能僅包括臨床護理，不包括護理排班等行政管理, 常必須與其他系統連結，才能到資訊傳遞的功能,201203,(*425-429),
Ans4,36. 緊急醫療管理系統是用那一種標準來傳送各醫院的空床通報? (*326), DICOM , LOINC , SNOMED , HL7,201203,(*326),
Ans1,37. 電子病歷係指一個人的健康或醫療資訊藉由電腦加以儲存的集合，並可由下列哪種識別碼加以連結? (*37), 個人識別碼 , 外來識別碼 , 主要識別碼 , 醫院識別碼,201203,(*37),
Ans4,38. 目前用藥警示功能不包括下列哪一項? (*375-377), 藥物交互作警示 , 重複用藥警示, 健保設限藥品警示 , 藥品副作用警示,201203,(*375-377),
Ans3,39. MRI 的影像產生是利用不同頻率的電磁波脈衝，引起人體不同器官內原子的共振，再由受激態原子回到基底態時，所放射出的能量，引起磁場向量的改變，進而引起感應線圈電流的變化而利用下列何者轉換成為影像? (*402), 變數轉換 ,阿基米德轉換 , 傅立葉轉換 , 以上皆是,201203,(*402),
Ans4,40. 下列何者系統是將影像存取與傳輸系統的內容，包含了影像及資料的取得，將其儲存，最後將影像顯示出來，並透過數位化的網路來進行影像的整合? (*403), POCS , PAKS , PICS , PACS,201203,(*403),
Ans3,41. 在三層式資料庫結構中，提供使用者描述整體性的資料結構是哪個層次? (*110), 資料層次 , 內部層次 , 概念層次 , 外部層次,201203,(*110),
Ans3,42. 下列何者是由組織內的一群成員，根據某種疾病或某種手術方法制訂了一種治療模式，讓病患由住院到出院都依此模式來接受治療? (*482), 標準路徑 , 治療路徑 , 臨床路徑 , 以上皆非,201203,(*482),
Ans3,43.「醫療機構以電子文件方式製作及儲存之病歷，得免以書面方式製作」，係出於? (*546), 電子簽章法 , 醫師法 , 醫療法 , 醫事法,201203,(*546),
Ans1,44. 在一般系統維護工作中，以增加新功能或改良原系統功能為主要工作，是以下何種維護作業? (*260), 完善性維護 , 矯正性維護 , 適應性維護 , 預防性維護,201203,(*260),
Ans2,"45. 行政院衛生署推動病歷中文化，最主要的目的是基於? (*549,時事題)", 提升病歷品質 , 維護病人知的權利, 讓病歷公開化 , 使病歷易於交換互通,201203,"(*549,時事題)",
Ans2,46. 就法而言，醫院實施電子病歷生效日期為? (*549~552), 醫院公開宣告實施電子病歷日期, 醫院向行文備查實施日期, 衛生主管機關准予核備日期, 經衛生主管機關或授權之機構檢查通過日期,201203,(*549~552),
Ans3,47. 病人在診療中，下列何項在醫令系統警示，不須通報至衛生相關單位? (*391), 藥物不良反應 , 傳染病 , 過敏藥物 , 以上均是,201203,(*391),
Ans4,48. 雲端運算(Cloud Computing)技術未來可應用到 EHR 需求上，請問下列何者是正確的描述(*67), 雲端運算是一種概念，代表的是利用網路使電腦能夠彼此合作或使服務更無遠弗屆, 雲端運算類似網路也類似網路運算, 雲端運算類似分散式運算(Distributed Computing) 也類似網格運算(Grid Computing), 以上皆是,201203,(*67),
Ans4,49. 由一群各相關領域之志願者在自由開放的方式下進行會議討論及標準制定程序所產生的標準，如醫療訊息標準組織 HL7，它是屬於下列何者標準? (*90), 任務導向標準 , 實質標準 , 政府強制型標準 , 共識型標準,201203,(*90),
Ans1,50. CEN TC251 是屬於下列何者的第 251 號技術委員會? (*91), 歐洲標準委員會 , 國際標準組織, 美國國家標準組織 , 中華民國國家標準組織,201203,(*91),
