Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans4,22.HL7 是制定一個 OSI 網路架構上的文件交換標準，此標準主要著重於各種不同系統間傳送和接收病患 ADT 資料(入院/掛號 出院和轉科)、查詢、資源和病排程、醫囑檢驗結果、臨床觀察結果、帳單、主檔更新資訊、病歷、病患轉診以及病患照護。其中 HL7 的 7 代表為何?(*35),是健康服務系統第七版 ,是健康照護第七功能,是就診時第七位病患 ,以上皆非,200811,,
Ans1,23.醫療影像儲存、交換、傳輸標準是採用國際通用的醫療影像標準DICOM，即是數位醫學影像及傳輸(Digital Imaging and Communications inMedicine)，主要是訂定各式(Modalities)醫療影像傳輸的標準規格，可應用在：(*35),電腦斷層(CT) ,實證醫學(EBM) ,診斷關聯群(DRG) ,以上皆非,200811,,
Ans2,24.下列何者為 IHE (Integrating the Healthcare Enterprise)的功能?(*35),提供跨醫院機構一個共通性的醫療語言,使不同的造影儀器製造商、系統廠商、醫院等彼此間能夠經由一套共通的準則、架構，並使用現有的相關醫療資訊標準，作為整合異質性環境時溝通所用,衛生主管機關做為疾病防治及公共衛生決策的重要參考資料,以上皆是,200811,,
Ans2,25.對急診檢傷而言，下列敘述何者為非？(*16),分為四級,級數越高代表越緊急,第二級為符合急診條件，雖不危及生命，但應在十分鐘之內處理,先做檢傷再做急診掛號,200811,,
Ans2,26.我國 1995 年開始之 NII 遠距會診先導系統，是屬於：(*33),同步視訊之遠距健康照護 ,同步視訊之遠距醫療,非同步視訊之遠距健康照護 ,非同步視訊之遠距醫療,200811,,
Ans2,27.醫院為評估其顧客、財務、流程及學習等績效指標是否達成其經營之策略及願景，所採用之系統稱為：(*34),商業智慧系統(BIS) ,平衡計分卡系統(BSC),知識管理系統(KMS) ,決策支援系統(DSS) ,200811,,
Ans4,28.我國推動電子病歷，在相關法規上，下列敘述何者為非？(*28),已通過電子簽章法,醫療法 69 條允以電子文件方式製作,衛生署已訂定醫療機構電子病例製作及管理辦法草案,中央標準局已公告電子病例標準格式,200811,,
Ans1,29.實施臨床路徑(DRGs)，下列敘述何者為非: (*25),所有疾病與手術均適合實施,醫院或醫師須建立自己的臨床路徑,有縮短天數及減少醫療費用之優點,可改善治療及提高醫療品質,200811,,
Ans2、3,30.醫院於病人出院時交給病人一份文件，提供病人到不同醫院就醫時，供醫師診斷病情之參考，此文件稱為：(*25),出院計畫 ,出院摘要 ,出院病摘 ,出院報告,200811,,
Ans3,31.一般而言，下列何項於診間醫令系統中，可不必由醫師親自操作：(*24),輸入診斷 ,輸入主訴與處置,輸入血壓、脈搏 ,查詢檢查、檢驗報告,200811,,
Ans2,32.下列何者不是採用 PACS 之優點：(*20),節省洗片、調片之人力 ,建置及維護費用不高,醫生調閱影像快速 ,利於跨院交換,200811,,
Ans3,33.醫院藥品管理系統中的詞彙說明，下列何者為非:(*15、*19),『stat order』指藥囑配發一次量，每次劑量等於總量,『DC』指取消醫(藥)囑,『UD』指一次只給一種藥,『首日量』指病人第一天住院所使用藥物劑量需求,200811,,
Ans3,34.一般醫院對病歷之管理，下列何者為非：(*17),審查分「量」與「質」兩種,病人出院後 3 天內需送回病歷室,病人出院後 30 天內需補全未完成之病歷,訂有獎懲規定,200811,,
Ans4,35.小華的母親參加了某醫院的一項人體試驗，回家後改變心意希望退出，小華閱讀知情同意書後，發現沒有連絡方式，此時該與醫院何單位聯絡？(*10),醫療糾紛處理委員會 ,病人安全委員會,醫療品質委員會 ,人體試驗委員會,200811,,
Ans3,36.某醫院當機一天損失慘重，從資訊安全的角度，這是資訊資產的哪一個面向出了問題？（*9）,Integrity ,Accuracy ,Availability ,Confidentiality ,200811,,
Ans1,37.下列何者不是防火牆的資料過濾方式？(*9),Fourier filter ,Application filter ,Screened Host Gateway ,Packet filter,200811,,
Ans2,38.下列有關加解密技術之描述何者正確？(*9),非對稱性密碼系統，因為不需要考慮對稱性所以速度較快,非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,傳輸大量的資料一般會用非對稱性加密系統直接加密之,醫療憑證管理中心採用對稱性加密系統,200811,,
Ans3,39.下列對醫療紀錄之描述何者不正確？(*9),醫療紀錄內容可能同時包含各種不同來源,醫療紀錄內容可能同時包含各種不同格式的媒體,醫療紀錄在醫療行為結束後即可銷毀,醫療資訊系統之存取控制宜以醫療紀錄為基礎,200811,,
Ans1,40.以下有關隱私權之敘述何者正確？(*10),隱私權之核心概念為尊重個人的自主權,隱私權就是為了保障個人秘密不被洩漏的權利,某人的健檢資料一切正常，公開這樣的資料應該不是秘密，所以可以公開,人權組織常舉些少數人因為個人資料外洩而受害的例子，為了眾人的利益，應該無條件的犧牲少數人,200811,,
Ans4,41.在許多的隱私規範中都有隱私官(privacy officer)這樣的構想，下列何者應不是提出此構想的原因？(*10),保護隱私需要資源,隱私保護可能與其他部門的業務有衝突,隱私保護一般並非機構之核心業務,可以做為減輕外部疑慮的樣板,200811,,
Ans1,42.有關我國醫療憑證之敘述何者不正確？(*9),醫療憑證由政府憑證管理中心(GCA)簽發,醫事人員憑證有如個人印鑑,醫事人員包含護士,醫事機構憑證有如醫療院所之關防,200811,,
Ans4,43.處方箋會出現「首日量」，是因為：(*19),病患住院第一天所要的藥物需求,病患出院第一天所要的藥物需求,病患用單一劑量處方所開的藥物需求,病患第一天使用但無法跟上固定調劑時間的藥物調劑需求,200811,,
Ans1,44.建構護理資訊系統，目前大多以那個組織的資料庫為參考：(*22),NANDA ,HL7 ,TAMI ,MEDLINE,200811,,
Ans4,45.下列那一項系統不屬於臨床護理作業系統？(*22) ,出院準備服務系統 ,護理記錄系統,護理計畫系統 ,護理品管系統,200811,,
Ans3,46.醫院資訊系統中的病歷管理系統功能，不包括下列何者?(*4),疾病分類登記 ,病歷查詢 ,資材供應 ,病歷歸檔作業,200811,,
Ans4,47.下列何者為較新的醫療資訊系統架構：(*24),mainframe ,client-server ,2-tier ,3-tier architecture,200811,,
Ans4,48.目前推動國家電子病歷標準的目標為何?(*28),制定電子病歷內容基本格式規範 ,整合醫學詞彙標準,便捷電子病歷的推廣 ,以上皆是,200811,,
Ans4,49.下列有關醫療訊號處理的敘述，何者為非？(*8),大多採用不失真的壓縮方法,濾波器有類比與數位二種,頻譜分析中最常用的方法為傅立葉轉換,目前沒有資訊系統可輔助醫師判讀醫療訊號,200811,,
Ans4,50.醫療資訊電腦化具備相當的複雜性，醫療作業相關的資料不論在型態、種類、數量及內容均有不同特性，目前可使用的醫療資訊型態及擷取方式如下：,文字資訊 ,圖形資料 ,靜態影像資料 ,以上皆是,200811,,
