Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans2,"12. 下列何者為正確的敘述？(*85~90, 時事題)",ICD-9 的 ICD 代表 Internal Classification of Diseases。,中央健保署目前使用的是 ICD-10。,HL-7 的 7 代表第七版。,DICOM 是醫療數值資料的傳輸交換標準。,201610,"(*85~90, 時事題)",
Ans4,13. 下列對於 DRG(Diagnosis-Related Groups)的敘述，何者不正確？(*85),用以代表住院病患的診斷類別。,健保署發展 Tw-DRGs 的支付通則，來控制日漸惡化的健保財務問題。,以醫療費用及住院天數為主要編碼考量。,主要是應用在門診和急診的檢傷分類。,201610,(*85),
Ans3,14. 請問下列何者是用於檢驗檢查編碼系統的標準？(*86),SNOMED ,MeSH,LOINC ,UMLS,201610,(*86),
Ans3,15. 資料庫在醫療資訊系統中扮演十分重要的角色，下列有關資料庫之敘述何者錯誤？(*98),資料庫必須要有一個資料庫管理系統。,資料庫是指一群相關資料的集合體，可有效的組織、儲存和查閱相關資料。,使用者需要知道存放資料的磁碟實體位置。,資料庫管理系統是介於使用者的中介軟體系統。,201610,(*98),
Ans1,16. 結構化查詢語言(Structured Query Language; SQL)一般都應用在下列哪種資料庫模型？(*99),關聯式(Relational)模型 ,物件導向式(Object-oriented)模型,階層式(Hierarchical)模型 ,網路式(Networking)模型,201610,(*99),
Ans1,17. 資料庫管理系統中關於交易(Transaction)的特性，下列敘述何者錯誤？(*103),交易過程中資料庫必須保持一致性。,整個交易指令視為一個不可分割的單元。,交易過程中所用到的資料不可受到其它交易修改。,交易確認執行後對資料庫的更新是永久性的。,201610,(*103),
Ans3,18. 有關關聯式資料庫，對於主鍵(Primary Key)的敘述下列何者正確？(*112),主鍵可為空值。 ,主鍵不一定要有值。,主鍵的值在資料表內必須是唯一無二。 ,姓名與身分證號碼一樣也可作為主鍵。,201610,(*112),
Ans4,19. 下列何者是指在資料庫設計時，會遵循相同的設計模式，檢查資料是否重複存放，其目的是建立「良好結構的關聯表」，這是一種沒有重複資料的關聯表，而且在新增、刪除或更新資料時，不會造成錯誤或資料不一致。(*115),最小化(Minimization) ,最佳化(Optimization),視覺化(Visualization) . ,正規化(Normalization),201610,(*115),
Ans4,20. 在乙太網路架構下，管理各項網路設備通常使用何種通訊協定進行溝通？(*151),SCJP ,SCWCD . ,SNOMED ,SNMP,201610,(*151),
Ans3,21. 醫療資訊安全的宗旨在保護資料及系統的機密性、整體性及可取用性。下列敘述何者錯誤？(*170),機密性的目標在保護病患隱私。,整體性的目標是資料必須保持一致性以及有意義的正確結果。,可取用性：資料及系統不需即時回應。,可取用性：具有容錯能力。,201610,(*170),
Ans3,22. 資訊安全的防禦，從網際網路的技術而言，有哪三項主要的防護？(*173),機密性、整體性、不可否認性。 ,實體安全、系統安全、資料安全。,防火牆、虛擬私有網路、密碼學。 ,安全政策、可靠度、帳戶辨識能力。,201610,(*173),
Ans1,23. 下列關於一般防火牆的敘述何者錯誤？(*175),可比對入侵行為特徵碼。,可過濾封包來源及目的 IP 位址是否合法。,可改變進出交通的 IP 位址。,可過濾封包是否使用合法的 TCP/UDP 埠號。,201610,(*175),
Ans1,24. 目前我國二代健保卡採用何種公開金鑰演算法來保護個人資料？(*183),RSA ,DES ,RC4 ,MD5,201610,(*183),
Ans3,25. 下列有關加解密技術之描述何者正確？(*183),公開金鑰基礎建設(PKI)是採用對稱性密碼系統。,對稱性加密系統比非對稱性加密系統安全。,醫療憑證管理中心採用非對稱性密碼系統。,非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快。,201610,(*183),
Ans2,26. 資訊系統設計包括四個主要的方向，下列何者正確？(*234),資料庫設計、網路設計、程式設計、多媒體設計。,資料設計、結構設計、程序設計和介面設計。,類別設計、動態設計、靜態設計和關聯設計。,需求設計、流程設計、程式設計和測試設計。,201610,(*234),
Ans4,27. 一般都用哪一種測試技術來驗證系統功能規格書中細部設計所描述模組的控制路徑正確性？(*245),回復測試(Recovery Testing) ,壓力測試(Stress Testing),黑箱測試(Black Box Testing) ,白箱測試(White Box Testing),201610,(*245),
Ans1,28. 當醫院要導入新資訊系統的階段，必須保持舊資訊系統繼續正常運作。如要比較新、舊資訊系統間所產生數據的對應關係，應進行何種測試？(*248),平行測試 ,整體測試 ,整合測試 ,單元測試,201610,(*248),
Ans1,29. 掛號及批價管理是醫院行政中的何種任務？(*279),醫療事務 ,經營管理 ,醫療照護 ,醫師服務,201610,(*279),
Ans2,30. 在健保支付制度中，使用於長期照護的 RUGs，是屬於下列哪一種?(*285),論量計酬 ,論病例計酬 ,論日計酬 ,論人計酬,201610,(*285),
Ans1,31. 下列那一項不是住院藥局常用的醫囑類型？(*294),慢性病藥囑(Chronic Order) ,需要時使用藥囑(Prn Order),長期藥囑(Standing Order) ,立即給藥藥囑(State Order),201610,(*294),
Ans1,32. PACS 醫學影像系統是一種專門用來儲存、取得、傳送與展示醫療影像的電腦或網路系統，主要採用哪一種共通檔案格式？(*296),DICOM ,CDA-R2 ,TIFF ,JPEG,201610,(*296),
Ans4,33. 對於急診一般作業流程的敘述，下列何者不正確？(*315),病人來院狀況若非常緊急，由急診醫師判斷為一級傷患並且立即處理。,急診病人需由受過訓練之護理人員辦理檢傷分類。,檢傷分類共分五級，以決定病患看診順序。,所有病人都必須先留院觀察才能出院，所以費用比門診高。,201610,(*315),
Ans2,34. 在檢驗資訊系統中，可自動將病人的檢驗結果與病人過去相同的檢驗結果做比較，計算是否有特別減少或增加的現象，異常時以特別顏色顯示提醒。請問這是下列何種比對？(*363~364),Reference Check ,Delta Check ,Panic Check ,Double Check,201610,(*363~364),
Ans1,35. 下列何者不是檢驗室建構檢驗資訊系統的優點？(*365),增加病人住院日，減少病床周轉率。 ,減少批價漏失。,可準確複檢檢體，減少試劑浪費。 ,增加病歷紀錄的完整性。,201610,(*365),
Ans2,36. 臨床藥學專家將藥物不良反應(ADR)的等級分為嚴重、中度、輕度三個等級，請問下列何者屬於中度的不良反應？(*392),會造成病人死亡或危及生命。,會延長病人住院時間，且造成病人不舒服。,僅延長病人住院時間。,僅造成病人不舒服。,201610,(*392),
Ans2,37. 一般醫院中的飲食通知、膳食供應、循環菜單、餐卡及報表列印等，屬於下列哪一種資訊系統的功能？(*447),單一劑量資訊系統 ,營養資訊系統,護理資訊系統 ,住院資訊系統,201610,(*447),
Ans1,38. 營養資訊系統中的營養評估方法分為六大類，分別以 A、B、C、D、E、F 之代號為速記(theABCDEF’s of Nutrition Assessment)，請問 F 代表下列哪一項？(*444),Functional Assessment ,Food Assessment,Fluency Assessment ,Fatality Assessment,201610,(*444),
Ans3,39. 下列何者是建置電腦化醫令診間系統比較新的考慮方向？(*457),主從式架構(Client-server),主機--終端機架構(Mainframe-terminal),以網際網路為基礎的三層式架構(Three-tier Web-based Architecture),雙層式架構(Two-tier Architecture),201610,(*457),
Ans3,40. 診間醫令系統中，主要的輸入作業簡稱 SOAP，請問其中的 P 代表下列何者？(*461),Prescription ,Protocol ,Plan . ,Process,201610,(*461),
Ans2,41. 套裝醫令設計可以減少醫師開立醫令的時間，可以分為哪三種？(*470),門診套裝醫令、住院套裝醫令、急診套裝醫令。,個人套裝醫令、系統套裝醫令、部門套裝醫令。,給藥套裝醫令、驗套裝醫令、手術套裝醫令。,藥局套裝醫令、營養套裝醫令、護理套裝醫令。,201610,(*470),
Ans4,42. 有關臨床路徑的敘述，下列何種是正確的敘述？(*481),其目的主要是想由病人治療的結果，來分析及評估治療的模式。,其目的是希望藉著每天對於病人的觀察找出一種最適當的治療方法。,.其目的是希望找出最有成本效益的治療模式，而達到與過去一樣的治療效果，或甚至比過去更好的醫療品質。,以上皆是,201610,(*481),
Ans2,43. 在美國每年都為各層級的醫療機構，制定全國性的年度病人安全目標，是哪一個組織？(*509),美國國家標準局(ANSI) ,美國健康照護組織評鑑委員會(JCAHO),美國國家醫學圖書館(NLM) ,世界衛生組織(WHO),201610,(*509),
Ans4,44. 疾病監測也稱流行病學監測，是指透過持續的收集、分析、解釋、描述疾病相關資料，進而有效控制疾病。下列何者是疾病監測的目的？(*527),制定與評估防疫政策 ,偵測即時疫情,建立疾病自然史 ,以上皆是,201610,(*527),
Ans4,45. 電子病歷製作管理辦法規定醫療機構資訊系統，對於電子病歷的哪些行為，要保有執行人員、時間及內容的完整紀錄，可供查詢？(*548),僅須記錄資料的增刪、存取、複製，不須記錄資料的查詢。,僅須記錄資料的增刪、存取，不須記錄資料的查詢、複製。,僅須記錄資料的查詢、複製、存取，不須記錄資料的增刪。,存取、增刪、查閱、複製都要有紀錄。,201610,(*548),
Ans1,46. 衛生福利部電子病歷推動專區(http://emr.mohw.gov.tw/)網站所建議的國際醫療資訊交換標準主要是下列何者？(*549),Clinical Document Architecture(CDA),International Classification of Disease(ICD),Open System Interconnection(OSI),Cross Enterprise Document Sharing(XDS),201610,(*549),
Ans4,47. 下列何者不是需要遠距醫療的主要原因？(*641),偏遠地區醫療資源仍缺乏。 ,需要改進轉診及照會的品質。,提供偏遠地區醫師繼續教育。 ,為老人及慢性病患者送藥到府服務。,201610,(*641),
Ans3,48. 對於醫院的資料倉儲(Data warehouse)和商業智慧系統(Business Intelligence System，BIS)應用的敘述，下列何者不正確？(*653),"具有資料純化(Extraction Transformation Loading, ETL)的功能","著重線上分析處理(Online Analytical Processing, OLAP)","著重線上交易處理(Online Transaction Processing, OLTP)",具備多維度分析(Multi-dimension Analysis)的功能,201610,(*653),
Ans3,49. 下列哪一個國際標準組織，制定各臨床作業領域的整合規範，並且定期辦理實機連測(Connectathon)？(*667),ACR 美國放射科醫學會 ,HL7 健康資訊交換第七層協定協會,IHE 健康資訊產業整合協會 ,NEMA 國家電機製造協會,201610,(*667),
Ans4,50. 下列何者不是電子病歷的目標？(*537),醫療決策的支援 ,臨床教學及研究,醫療訴訟的依據 ,醫療資訊交換的唯一標準,201610,(*537),
