Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans3,21. 檢驗資訊系統中可自動將病人的檢驗結果與病人過去相同的檢驗結果做比較，計算是否有特別減少或增加的現象，異常時以特別顏色顯示提醒，請問這是屬於下列哪一種比對？(*363),正常值比對 ,區間值比對 ,前後值比對 ,危險值比對,201804,(*363),18
Ans2,22. 新急診五級檢傷分類標準，係使用呼吸窘迫度、血行動力變化等六種之調節變數，將病人依照其病情輕重與急迫性來分級，請問下列何者不屬於這六種變數？(*318),意識程度 ,到院方式 ,受傷機轉 ,疼痛程度,201804,(*318),16
Ans2,23. 急診檢傷分類標準分為五級，請問下列何者屬於第一級？(*318),危急(Emergent) ,復甦急救(Resuscitation),緊急(Urgent) ,次緊急(Less Urgent),201804,(*318),16
Ans2,24. 下列對於臨床路徑的敘述何者錯誤？(*287),臨床路徑是一種固定的治療建議模式，讓病人由住院到出院都依此模式的規範來接受治療,醫院在因應論量計酬支付制度，臨床路徑乃是諸多管理措施中最廣為採用之利器,醫院可藉由臨床路徑來控制整個醫療成本並維持或改進醫療的品質,臨床路徑希望找出最有成本效益的治療模式,201804,(*287),15
Ans2,25. 醫院之運作主要分為醫療事務、醫療照護和經營管理三大項，對於下列管理系統的敘述，何者正確？(*279),帳務管理和申報管理是屬於經營管理 ,放射管理和檢驗管理是屬於醫療照護,藥品管理和營養管理是屬於醫療事務 ,住院管理和病歷管理是屬於醫療照護,201804,(*279),15
Ans1,26. 一般系統維護工作區分為矯正性、適應性、完善性與預防性維護等四大部分，請問用來改善未來系統之可維護性、可靠性與奠定系統功能強化基礎所導致的維護工作，屬於下列那一種維護？(*265),預防性維護 ,完善性維護 ,適應性維護 ,矯正性維護,201804,(*265),14
Ans3,27. 當醫院要導入新資訊系統的階段，必須保持舊資訊系統繼續正常運作。如要比較新、舊資訊系統間所產生數據的對應關係，應進行何種測試？(*248),整合測試 ,整體測試 ,平行測試 ,單元測試,201804,(*248),13
Ans3,28. 對於系統測試的程序步驟，請問下列敘述何者正確？(*247),單元測試是屬於黑箱測試,先做整合測試，再進行單元測試,回復測試、安全測試、壓力測試與績效測試是屬於整體測試階段,驗收測試的 α－測試是使用者獨立於實際作業環境下操作系統,201804,(*247),13
Ans2,29. 下列何者不是可行的隱私保護技術？(*205),公開資料庫之前，先進行去識別化(Deidentification),醫師使用病人健保 IC 卡，透過雲端藥歷，取得其他機構的給藥資訊,設置資料中心，讓使用者來中心使用資料，並限制使用者將資料帶出,以多方私密計算(multiparty secure computation)處理資料庫連結的問題,201804,(*205),10
Ans3,30. 目前我國二代健保卡採用何種公開金鑰演算法來保護個人資料？(*184),ECC ,DES ,RSA ,MD5,201804,(*184),9
Ans4,31. 下列有關加解密技術之描述何者正確？(*183),醫療憑證管理中心採用對稱性加密系統,非對稱性密碼系統，因為不需要考慮對稱性，所以速度較快,傳輸大量的資料一般會用非對稱性加密系統直接加密之,非對稱性密碼系統是因加密端與解密端用以加密與解密之金鑰不相同而得名,201804,(*183),9
Ans1,"32. 跨醫療院所或衛生行政機關所採用的虛擬私有網路(Virtual Private Network, VPN)主要採用的資訊安全技術，其中不包括下列何者？(*179)",應用層過濾器(Application Filter) ,加解密(Encryption & Decryption),密鑰管理(Key Management) ,穿隧(Tunneling),201804,(*179),9
Ans1,33. 下列關於一般防火牆的敘述何者錯誤？(*175),可比對入侵行為特徵碼 ,可過濾封包來源及目的 IP 位址是否合法,可改變進出交通的 IP 位址 .,可過濾封包是否使用合法的 TCP/UDP 埠號,201804,(*175),9
Ans4,34. 資訊安全的防禦，從網際網路的技術而言，主要的防護點有三項，下列何者不是其中之一？(*173),防火牆 ,虛擬私有網路 .,密碼學 ,數位簽章,201804,(*173),9
Ans4,35. 資訊安全的目標有所謂的 C.I.A.三原則，是指下列何者？(*170),防火牆、虛擬私有網路和認證中心,保護資料、系統和設備不要被駭客攻擊,資料的加密、解密和密鑰管理,保護資料及系統資源的機密性、整體性和可取用性,201804,(*170),9
Ans4,36. 在醫療訊號處理中，將電能轉換成 1 至 10MHz 的高頻聲波或振動，打入組織內再接收及處理其反射波的強度來構成影像，主要是應用在哪一種醫療設備？(*163),心電圖機 ,電腦斷層掃描 ,核磁共振顯影 ,診斷用超音波,201804,(*163),8
Ans1,37. 對於藍芽技術的敘述，下列何者不正確？(*147),屬於高功率遠距離的傳輸,傳輸距離可達 10~100 公尺,利用射頻來建立連結，可達每秒 1M 的傳輸率,可以應用在醫療量測儀器和電腦之間的資料傳輸,201804,(*147),7
Ans2,38. 在醫院資訊系統的資料庫中，病人基本資料表是以病歷號的欄位作為主鍵(Primary key) ，而掛號資料表中是以病歷號的欄位參照到病人基本資料表，那麼在掛號資料表的病歷號欄位稱之為何？(*112),候選鍵(Candidate key) ,外來鍵(Foreign key),超級鍵(Super key) .,唯一索引鍵(Unique index key),201804,(*112),6
Ans3,39. 為了確保交易執行的正確性，一個交易在資料庫管理系統中具有四種特性及所謂交易的ACID 特性，請問下列何者屬於永久性(Durability)的特性？(*103~104),在交易執行過程之前或之後，必須使資料庫保持一致的狀態，以確保一個交易的所有指令均被依預期的順序完成執行,整個交易的指令必須視為一個不可分割的單元,當交易執行完成或確認執行後，無論系統發生任何錯誤，當系統排除錯誤、恢復正常時，該交易所異動的資料仍然必須存在,在交易執行的過程中，所用到的資料或所產生的中間結果，都不能受到其它交易的讀取或更改，就好像資料庫系統只有單獨執行該交易一樣,201804,(*103~104),6
Ans4,"40. 去識別化是將能識別個人之欄位移除，請問下列何者不屬於個人資料？(*103,時事題)",身分證號碼 ,病歷號碼 ,婚姻狀態 ,公司的電話、地址,201804,"(*103,時事題)",6
Ans4,41. 醫療憑證由醫事憑證管理中心(HCA)核發，醫事機構憑證宛如醫療院所之關防，而醫事人員憑證如同個人印鑑，請問下列何者不屬於醫事人員？(*104),營養師 ,職能治療師 ,助產士 ,醫務管理師,201804,(*104),6
Ans1,42. 請問建構資料庫的三層式綱要結構之順序為何？(*100~103),外部層→概念層→內部層 ,內部層→概念層→外部層,概念層→外部層→內部層 ,概念層→內部層→外部層,201804,(*100~103),6
Ans4,43. 為了確保交易執行的正確性，一個交易在資料庫管理系統中具有四種特性，即所謂的 ACID特性。下列何者不屬於 ACID 特性？(*103),單元性 ,一致性 ,孤立性 ,接觸性,201804,(*103),6
Ans1,44. 三層式資料庫結構將資料庫綱要分為三層，下列哪一層或稱為景觀(View)？(*100-101),外部層 ,概念層 ,內部層 ,實體層,201804,(*100-101),6
Ans1,45. 以光碟片等媒體儲存醫院的醫學影像，攜帶到另外一家醫療機構檢視，最適合使用哪一種標準的檔案格式？(*89),DICOM ,JPEG ,PDF ,TIFF,201804,(*89),5
Ans3,46. 對於 HL7 的相關敘述，下列何者錯誤？(*86),CDA 臨床文件架構標準是由 HL7 制定及維護,LOINC 代碼系統目前是由 HL7 負責維護,UMLS 統一醫學語言系統是由 HL7 制定及維護,"所謂""7""是指 ISO 網路標準的應用層",201804,(*86),5
Ans4,47. 所謂 LOINC 是指下列何者的縮寫？(*86),Laboratory Object Identifiers Names and Codes,Laboratory Object Information Names and Codes,Logical Observation Interaction Names and Codes,Logical Observation Identifiers Names and Codes,201804,(*86),5
Ans4,"48. 對於美國所實施的 HIPAA(Health Insurance Portability and Accountability Act)，以下敘述何者不正確？(*67,83)",在美國已經通過實施的法案,與醫療保險的資料有關,是為了保護個人隱私與資料保密,只是勸導性的規範，並不會要求追究洩漏個資的責任,201804,"(*67,83)",4
Ans4,49. 建構健康資訊發展策略地圖，是包括哪四個構面？(*58),財務構面、顧客構面、供應鏈構面和資源規劃構面,財務構面、人事構面、內部程流構面和外部流程構面,師資構面、環境構面、教育訓練構面和學習與成長構面,財務構面、顧客構面、內部程流構面和學習與成長構面,201804,(*58),3
Ans3,50. 電子病歷的發展可以分為幾個不同的階段，其中包括電子健康紀錄、病歷自動化、電腦化病歷和電子病歷等，其先後順序為何？(*34),電子健康紀錄、病歷自動化、電腦化病歷和電子病歷,電子病歷、病歷自動化、電腦化病歷和電子健康紀錄,病歷自動化、電腦化病歷、電子病歷和電子健康紀錄,病歷自動化、電子健康紀錄、電腦化病歷和電子病歷,201804,(*34),2
