Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans3,14. 有關關聯式資料庫，對於主鍵(Primary Key)的敘述下列何者不正確？(*112),主鍵值的欄位一定要有資料，不得為空值,主鍵的值在資料表內必須是唯一的,在病人基本資料表中，性別或年齡都適合當主鍵值,在病人基本資料表中，身分證字號或病歷號都適合當主鍵值,201704,(*112),6
Ans4,15. 資料庫正規化的過程中，去除遞移性相依是要滿足第幾正規化形式？(*118),第零正規化形式(0NF) ,第一正規化形式(1NF),第二正規化形式(2NF) ,第三正規化形式(3NF),201704,(*118),6
Ans4,16. 下列何者是無線區域網路(Wireless Local Area Network) 採用的通訊協定？(*144),IEEE 802.3 ,IEEE 802.4,IEEE 802.5 ,IEEE 802.11,201704,(*144),7
Ans4,17. 若已知欲測量的訊號與雜訊的頻率範圍不相同，一般選用濾波器(filter)的方法來加以去除雜訊。請問若要濾除如電源雜訊般固定頻率的雜訊，應使用下列哪種濾波器？(*158),帶通濾波器(band-pass filter) ,低通濾波器(low-pass filter),高通濾波器(high-pass filter) ,帶限濾波器(band-stop filter),201704,(*158),8
Ans1,18. 資訊安全的目標有所謂的 C.I.A.三原則，是指下列何者？(*170),保護資料及系統資源的機密性、整體性和可取用性,保護資料、系統和設備不要被駭客攻擊,資料的加密、解密和密鑰管理,防火牆、虛擬私有網路和認證中心,201704,(*170),9
Ans4,19. 在資訊安全的領域裡，下列那一項是同時針對『實體安全』及『資料安全』的防護措施？(*171),人員定期輪調 ,管制上機次數與時間,保留日誌檔 ,不斷電系統,201704,(*171),9
Ans4,20. 資訊安全的防禦，從網際網路的技術而言，主要的防護點有三項，下列何者不是其中之一？(*173),防火牆 ,虛擬私有網路,密碼學 ,機房門禁管制,201704,(*173),9
Ans1,21. 下列關於一般防火牆的敘述何者錯誤？(*175),可比對入侵行為特徵碼,可過濾封包來源及目的 IP 位址是否合法,可改變進出交通的 IP 位址,可過濾封包是否使用合法的 TCP/UDP 埠號,201704,(*175),9
Ans1,22. 目前我國二代健保卡採用何種公開金鑰演算法來保護個人資料?(*184),RSA ,DES ,RC4 ,MD5,201704,(*184),9
Ans3,23. 對於電子簽章的敘述，下列何者錯誤?(*190),由認證中心(CA)負責數位憑證的簽發,採用公開金鑰基礎建設(PKI)運作的機制,傳送前是使用接收者的公開金鑰進行簽章，接收者是以自己的私密金鑰進行驗章,將文件先以單向赫序函數計算出訊息摘要之後，電子簽章只是針對訊息摘要進行RSA 加密運算,201704,(*190),9
Ans2,24. 下列何者不是可行的隱私保護技術？(*205),公開資料庫之前，先進行去識別化(Deidentification),醫師使用病人健保 IC 卡，透過電子病歷交換中心(EEC)取得其他機構的就醫紀錄,設置資料中心，讓使用者來中心使用資料，並限制使用者將資料帶出,以多方私密計算(multiparty secure computation) 處理資料庫連結的問題,201704,(*205),10
Ans2,25. 資訊系統發展的各個階段會產生不同文件，下列敘述何者正確？(*225),系統設計階段會產生初步設計規範書,系統分析階段會產生系統需求規格書,系統發展階段會產生系統規格說明書,系統推行階段會產生程式說明書,201704,(*225),12
Ans1,26. 資訊系統設計包括四個主要的方向，下列何者正確？(*234),資料設計、結構設計、程序設計和介面設計, CPU 效能、記憶體容量、硬碟容量和網路頻寬計算,資料庫設計、網路設計、資訊安全設計、多媒體設計,需求設計、流程設計、程式設計和測試設計,201704,(*234),12
Ans3,27. 資訊系統的壓力測試是在哪一個測試階段進行？(*246),驗收測試 ,平行測試 ,整體測試 ,單元測試,201704,(*246),13
Ans2,28. 下列何者測試是使用者於實際作業環境下操作系統，而開發人員並不在現場，使用者必須自己獨力記錄所發生的問題或錯誤？(*247),α－測試 ,β－測試 ,γ－測試 ,δ－測試,201704,(*247),13
Ans3,29. 當醫院舊資訊系統正常運作執行中，而要導入新資訊系統的階段，必須保持舊資訊系統繼續正常運作。如要比較新、舊資訊系統間所產生數據的對應關係，應進行何種測試？(*248),單元測試 ,整合測試 ,平行測試 ,整體測試,201704,(*248),13
Ans3,30. 醫院資訊系統建置完成後保固一年，對於程式撰寫錯誤或規劃錯誤所做的維護工作，是屬於哪一種維護？(*266),預防性維護 ,完善性維護 ,矯正性維護 ,適應性維護,201704,(*266),14
Ans1,31. 醫院之運作主要分為醫療事務、醫療照護和經營管理三大類，對於下列管理資訊系統的分類，何者不正確？(*279),帳務管理和申報管理是屬於經營管理,放射管理和檢驗管理是屬於醫療照護,績效管理和庫存管理是屬於經營管理,住院管理和病歷管理是屬於醫療事務,201704,(*279),15
Ans4,32. 衛福部為推動分級醫療，自 106 年 4 月 15 日(星期六)開始實施新的規定，針對急診部分負擔：醫學中心急診檢傷分類下列那一級將從 450 元調至 550 元？(*316，時事題),第 1、2 級 ,第 1、2、3 級 ,第 2、3、4 級 ,第 3、4、5 級,201704,(*316，時事題),16
Ans3,33. 對於住院管理的敘述，下列何者不正確。(*318),單一劑量調劑作業(Unit Dose) 主要是應用在住院藥局,臨床路徑主要是用於住院或手術病人的治療模式,檢傷分類適用於住院前病人評估,DRG 適用於住院論病例計酬保險申報,201704,(*318),16
Ans3,34. 在檢驗資訊系統中，可自動將病人的檢驗結果與設定的檢驗危險值比較，合乎危險值通報醫護人員的範圍時要以特別顏色顯示提醒。請問這是下列何種比對？(*363-364),reference check ,delta check ,panic check ,double check,201704,(*363-364),18
Ans2,35. 利用不同頻率的電磁波脈衝，引起人體不同器官內原子共振，再由原子回到基底狀態時，所放出的能量，引起磁場向量的改變，接收感應線圈電流再轉換成影像的是下列哪一種造影技術？(*402),CT (Computerized Tomography) ,MRI (Magnetic Resonance Imaging),Ultrasound ,X Ray,201704,(*402),20
Ans3,36. 利用醫療影像存取與傳輸系統(PACS)可讓各院的影像能自由自在的相互傳輸、整合，以達到診斷或治療計畫的參考，主要是靠下列何種協定來完成？(*405),SNOMED ,LOINC ,DICOM ,NANDA,201704,(*405),20
Ans2,37. 護理資訊系統必須結合護理過程來設計，護理過程通常是依照下列哪一種順序？(*429),成果評值、計畫、病人評估、護理措施、診斷,病人評估、診斷、計畫、護理措施、成果評值,護理措施、診斷、病人評估、計畫、成果評值,病人評估、護理措施、計畫、診斷、成果評值,201704,(*429),22
Ans4,38. 下列哪一個屬於護理資訊系統中建置護理措施及護理結果的標準依據？(*429),SNOMED , NHIRD , NLM , NANDA-I,201704,(*429),22
Ans3,39. 電腦化醫令 CPOE，是下列何者的縮寫？(*454), Case Payment Office Electronic, Communication Patient Observation Efficiency, Computerized Physician Order Entry, Clinical Pharmacy Object Entity,201704,(*454),24
Ans2,40. 電腦系統的發展，依不同時期主要有三種架構，包括甲：主機終端機架構(MainframeTerminal)，乙：結合全球資訊網的三層式架構(3-Tier Architecture)和丙：主從式架構(Client-Server Architecture)，電腦系統架構的發展，由最早期到最近的先後順序為何？(*457),甲乙丙 ,甲丙乙 ,乙甲丙 ,丙乙甲,201704,(*457),24
Ans1,41. 下列何者是由組織內的一群成員，根據某種疾病或某種手術方法制訂了一種治療模式，讓病患由住院到出院都依此模式來接受治療。(*481),臨床路徑 ,標準路徑 ,治療路徑 ,處置路徑,201704,(*481),25
Ans2,42. 下列那一項並非 JCAHO 建議的病人安全目標之一？(*509),增進輸液幫浦之使用安全 ,防止駭客攻擊,減少院內感染 ,醫療服務者間之有效溝通,201704,(*509),26
Ans2,43. 下列何者不是我國疾病管制署目前的疾病監測資訊系統？(*528),學校傳染病監測通報系統,癌症篩檢與追蹤管理資訊整合系統,病毒性感染症合約實驗室監視系統,人口密集機構傳染病監視通報系統,201704,(*528),27
Ans1,44. H5N1 流感屬於那一類傳染病？(*529),第一類 ,第二類 ,第三類 ,第四類註：疾病管制署自 2014 年 7 月 1 日起將「H5N1 流感」併入「新型 A 型流感」且為「第五類法定傳染病」，故此題送分。,201704,(*529),27
Ans1,45. 下列何者沒有規定在「醫療機構電子病歷製作及管理辦法」中？(*548),電子病歷應符合以 XML 技術為基礎的國際醫療資訊標準規範,電子病歷之簽名或蓋章，應以電子簽章方式為之,實施電子病歷，應將開始實施之日期及範圍報請主管機關備查,電子病歷於法定保存期限內，其內容應可完整呈現，並得隨時列印或取出供查驗,201704,(*548),28
Ans3,46. 電子病歷上之簽名或蓋章，依法應以電子簽章方式為之，且應在病歷製作後多久內完成？(*548),72 小時 ,48 小時 ,24 小時 ,12 小時,201704,(*548),28
Ans1,47. 下列何者非需要遠距醫療的主要原因？(*641),保障病人安全 ,偏遠地區醫療資源仍缺乏,需要改進轉診及照會的品質 ,促進個案討論、學術交流,201704,(*641),33
Ans4,48. 下列何者不屬於一般商業智慧系統(BIS)發展應用所涵蓋的領域？(*653),儀表板(Dashboard),"資料純化(Extraction Transformation Loading, ETL)","線上分析處理(Online Analytical Processing, OLAP)",資料庫正規化(Database Normalization),201704,(*653),34
Ans1,49. 以下那一項不是平衡計分卡的績效評估指標？(*661),服務構面 ,顧客構面 ,內部程序構面 ,學習與成長構面,201704,(*661),34
Ans3,"50. 健康資訊企業整合(Integrating the Healthcare Enterprise, IHE)的目標是要讓資訊系統能達到下列何種要求？(*666)",互轉換性 ,互替代性 ,互操作性 ,互遞移性,201704,(*666),35
