Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans3,21. 不同廠牌的兩部醫學影像儀器之間的傳輸，要遵循哪一項標準: (*404), HL7 , LOINC , DICOM , UMLS,201109,(*404),20
Ans1,22. 我國目前健保申報給付所採用的疾病分類碼是哪一種: (*93), ICD9-CM , SNOMED , LOINC , HL7,201109,(*93),5
Ans3,23. 下列何者不是系統維護: (*260), 矯正性維護(corrective maintenance) , 適應性維護(adaptive maintenance), 價格維護(price maintenance) , 完善性維護(perfective maintenance),201109,(*260),13
Ans1,24. 處方箋會出現「首日量」，是因為： (*19), 病患第一天使用但無法跟上固定調劑時間的藥物調劑需求, 病患住院第一天所要的藥物需求, 病患出院第一天所要的藥物需求, 病患用單一劑量處方所開的藥物需求,201109,(*19),1
Ans2,25. 法定傳染病共分為幾類: (*529), 6 類 , 5 類 , 4 類 , 3 類,201109,(*529),27
Ans2,26. 頻譜分析中最常用的方法為: (*150), 朱麗葉轉換 , 傅立葉轉換 , 拉普拉司轉換 , 山普拉斯轉換 ,201109,(*150),7
Ans3,27. 美國國家安全局發布「橘皮書」時，將電腦系統安全信任程度分級，其分級數與我國行政院頒定之「政府機關（構）資訊安全責任等級分級作業施行計畫」相同，請問共分幾大等級:(*162), 6 級 , 5 級 , 4 級 , 3 級,201109,(*162),8
Ans2,28. 全民健保資料庫不包含以下何種分檔: (*599), 門診處方及治療明細檔 , 特約檢驗所檢驗結果資料檔, 特約藥局處方及調劑明細檔 , 住院醫療費用清單明細檔,201109,(*599),31
Ans4,29. 雲端運算(Cloud Computing)技術未來可應用到 EHR 需求上，請問下列何者是正確的描述 :(*67), 雲端運算是一種概念，代表的是利用網路使電腦能夠彼此合作或使服務更無遠弗屆, 雲端運算類似網路也類似網路運算, 雲端運算類似分散式運算(Distributed Computing) 也類似網格運算(GridCom, 以上皆是,201109,(*67),4
Ans2,30. 我國全民健保支付制度有Ａ論人計酬制，Ｂ論量計酬制，Ｃ總額預算制，其推動的時序為:(*28), A -> B -> C , B -> C -> A, B -> A -> C , C -> B -> A,201109,(*28),2
Ans4,"31. 對平衡記分卡(BSC)之敘述，下列何者為非： (*51,65-69,664-667)", 是以平衡觀念來驅動組織績效的量度 , 績效指標主要分為四個構面, 績效構面係透過策略地圖來串連 , 績效指標中以財務指標為首要,201109,"(*51,65-69,664-667)",4
Ans4,32. 就我國推動之健保 IC 卡，下列敘述何者為非： (*60), 健保卡係由健保局發放 , 健保特約醫療院所每日須上傳就醫資料給健保局, 過敏藥物須於健保卡內註記 , 愛滋病(AIDS)患者須於健保卡內註記,201109,(*60),3
Ans1,33. 下列何者對網路敘述為非： (*130-139), 頻寬單位 bps 之 b 指 byte, Ethernet 標準為 802.3z, 藍芽屬無線網路之一種，且係利用射頻來建立連結, 一般簡易的網路管理協定係採 SNMP 協定 ,201109,(*130-139),6
Ans2,34. 對 VPN(virtual private network)，下列敘述何者為非： (*167-170), 具降低成本又兼具安全考量之好處, 是從公眾數據網路(public data network)中獨立出的實體線路單獨提供申請者/單位專用, 係透過特殊資料封裝方式與加解密技術來保護資料傳輸的安全, 係使用使用者與設備身分認證技術來確保非授權人員無法進入系統,201109,(*167-170),9
Ans2,"35. 在急診或門診診間資訊系統，一般均會依目前病人就診狀態(動向)予於分類，例如待診病人清單、完診病人清單等，詴問類似於暫存病人清單""或""保留病患清單""是指： (*317-318)""", 該等病人因個人意願暫時不確定是否願意繼續接受治療, 該等病人可能因去檢驗或照 X 光等離開診間, 該等病人等待病床轉住院, 該等病人雖已完成治療，但仍要留院觀察,201109,(*317-318),16
Ans4,36. 目前衛生署能有效了解並掌握全國癌症病人之罹病與存活狀況，其資料主要來自於： (*343), 醫院健保卡就醫資料每日上傳 , 病人重大傷病申請, 醫院與社區癌症篩檢 , 癌症登記系統,201109,(*343),17
Ans2,37. 下列有關隱私權與個人隱私的描述何者不正確: (*199), 為個人基本人權的一部份 , 是唯一至高無上的價值, 資訊技術對個人隱私產生威脅 , 資訊技術也有可能用來提升個人隱私保護,201109,(*199),9
Ans4,38. 下列何者非 802.11 無線網路中對使用者身份進行基本的身份辨識的方式: (*133-134), 開放系統認證 , 分享密鑰認證 , 封閉系統認證 , 網路電話認證,201109,(*133-134),7
Ans2,39. 生理監視器是以醫學訊號的處理技術來監測病人呼吸、血壓、心跳、血氧濃度等資料，通常是應用在醫院的哪一個單位： (*415), 門診診間 , 加護病房 , 營養室 , 藥局,201109,(*415),21
Ans3,40. 下列何者非好的資料表綱目設計應有的性質: (*114), 減少重複的資料 , 減少不確定的資料, 花最少的時間設計 , 易於瞭解,201109,(*114),6
Ans1,41. 下列何者非醫學詞彙及代碼標準選擇的主要考量: (*93), EHR 使用的資料庫管理系統廠牌 , 使用目的 , 代碼的維護更新 , 代碼結構及組合法,201109,(*93),5
Ans4,42. 下列何者非病歷管理全面電腦化之效益: (*345), 節省人力 , 提升病歷室作業品質, 提升精確度 , 增加病歷室工作人員,201109,(*345),17
Ans4,43. 下列何者非健保藥局資訊系統至少應具備的基本功能: (*395), 顧客基本資料之建立與查詢 , 藥價自動核算, 列印詳細藥單 , 藥物交互作用檢查,201109,(*395),19
Ans1,44. 臨床路徑的目標是: (*483), 找出最符合成本效益的治療模式 , 找出最省錢的方式,找出到病床最短的路徑 , 找出最符合醫院利益的病床安排模式,201109,(*483),25
Ans1,"45. 醫院藥品管理系統中的詞彙說明，下列何者為非: (*15,19)", 『UD』指一次只給一種藥, 『DC』指取消醫(藥)囑, 『首日量』指病人第一天住院所使用藥物劑量需求, 『stat order』指藥囑配發一次量，每次劑量等於總量,201109,"(*15,19)",1
Ans1,46. 下列何者非疾病監測的目的: (*527-528), 作為健保付費的依據 , 作為防疫政策制訂與評估的基礎, 偵測即時疫情 , 建立疾病自然史,201109,(*527-528),27
Ans2,47. 下列何者不是醫療機構的三大責任之一: (*591), 研究 , 營利 , 服務 , 教學,201109,(*591),30
Ans1,48. 健保資料庫原始檔建議轉換成 CSV 格式，請問 CSV 哪三個字的縮寫: (*611), Comma Separated Values , Common Separated Values, Clinical Separated Values , Critical Separated Values,201109,(*611),31
Ans3,49. 下列何者非需要遠距醫療的主要原因: (*646), 偏遠地區醫療資源仍缺乏 , 提供偏遠地區醫師繼續教育, 成為資訊化社會 , 滿足特殊照顧需求,201109,(*646),33
Ans2,50. 衛生署於民國九十九年起全面實施新急診檢傷分類標準，請問此標準將急診檢傷分為幾級: (*313) , 6 級 , 5 級 , 4 級 , 3 級 ,201109,(*313),16
