Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans1,34.下列何種型式是目前台灣醫療機構主要作為內部組織設計的依據？ (*12),功能式 ,專科性 ,矩陣式 ,平行式,200909,(*12),
Ans4,35.醫院門診常有病患抱怨就診時發生三長二短的情形，下列何者並非其中的三長？ (*82),排隊掛號時間長 ,候診時間長,排隊領藥時間長 ,以上皆非,200909,(*82),
Ans3,"36.下列描述何者為非？ (*657,660,663,666)",建置資料倉儲(data warehouse)是商業智慧系統(BIS)與平衡記分卡(BSC)的基礎,BIS必須具備多維度(multi-dimension)分析的功能,BIS的各個構面必須與醫院願景等串連成策略地圖(strategy map),資料倉儲計畫失敗大部份係因無法切中醫院經營目標。,200909,"(*657,660,663,666)",
Ans2,"37.下列描述何者為非？ (*645,647,650)",遠距醫療是結合資訊(電腦)、通信(訊)與醫學(療)知識,依現有法規，遠距醫療環境只能用於遠距會診，不可用於醫學教學,醫院院內建置無線網路、結合行動護理車是希能達成行動醫療服務,藉由未來如WiMAX/4G等高頻寬及高覆蓋率之無線網/通訊號，健康照護將可由醫院延伸至社區與居家。,200909,"(*645,647,650)",
Ans4,"38.下列描述何者為非？ (*567,570,571)",美國統計學家載明之PDCA管理也適用於改善醫療品質,台灣目前常見的醫療院所同儕品質指標參考主要是TQIP與THIS,TQIP主要內容為提供急性、精神與長照指標 ,THIS主要由財團法人醫院評鑑暨醫療品質策進會所主導。,200909,"(*567,570,571)",
Ans3,39.當門診醫生於看診時診斷病人是法定傳染病時，依法規醫院必須於規定時限內通報下列何單位？ (*528),出入境管理局 ,國民健康局 ,疾病管制局 ,中央健康保險局。,200909,(*528),
Ans3,"40.對醫院病人安全通報作業與系統，下列敘述何者為非？ (*509,514)",鼓勵醫院員工當事人自動性通報,目的預知並監控可能發生的安全事件與及早因應,除檢討改進發生原因外，亦懲處通報者,網頁、行動電話簡訊或電子郵件均是常用的通報工具。,200909,"(*509,514)",
Ans4,"41.對醫院門診診間醫令系統，下列敘述何者為非？ (*459,460,462)","SOAP指subject, object, assessment, plan",線上病歷複製術語稱ditto,診斷碼目前採用ICD-9,為免影響醫生看診速度，藥物交互作用等提示不應出現。,200909,"(*459,460,462)",
Ans1,"42.對醫院營養資訊系統，下列敘述何者為是？ (*445,446,448)",新住院入院後24小時內必須完成初步營養評估與飲食建議,因為標準化與快速供餐，醫院提供一般與治療飲食，但不提供管灌等複雜飲食,因為計費需要，出餐時餐盤上必須附有餐卡以供病人簽名,與HIS、LIS等系統中的資訊無連結關係,200909,"(*445,446,448)",
Ans1,"43.對IHE，下列敘述何者為非？ (*673,676,683)",提供影像儀器製造商、系統廠商與病人間之共通語言,採用既有如HL7、DICOM標準制定共通的資訊交換規格,XDS係提供醫療院所間病歷分享交換規範,以物件導向之技術架構。,200909,"(*673,676,683)",
Ans1,44.為避免門診系統當機，是要提升資訊資產的 (*161),Availability ,Accountability ,Confidentiality ,Integrity,200909,(*161),
Ans3,45.個人資訊隱私權之核心概念為 (*195),家醜不可外揚 ,君子應該隱惡揚善,個人應可控制其隱私資訊 ,不要讓個人丟臉,200909,(*195),
Ans4,46.下列有關 Public Key Infrastructure 之憑證的敘述何者為非 (*185),可解決無法確認網路上每個人的身分的問題,憑證可視為個人的網路身分證,可解決無法在網路上安全的傳遞資料的問題,憑證應該為非電子形式以避免造假,200909,(*185),
Ans4,"47.下列醫療資訊相關標準的全名何者為非 (*673,95, 96)",DICOM (digital imaging and communications in medicine),HL7 (health level 7),"LONIC (logical observations, identifiers, names and codes)",UMLS (universal medical language system),200909,"(*673,95, 96)",
Ans1,48.為降低非必要的資料重複，資料庫設計時需執行 (*116) ,正規化(Normalization ) ,最小化(Minimization),最佳化(Optimization ) ,視覺化(Visualization),200909,(*116),
Ans4,49.下列何者為非？ (*173),DES 為對稱性密碼系統 ,RSA 為非對稱性密碼系統,對稱性密碼系統有金鑰交換問題 ,非對稱性密碼系統有金鑰交換問題,200909,(*173),
Ans2,50.一般醫院對病歷之管理，下列何者為非？ (*342),審查分「量」與「質」兩種,病人出院後 4 天內需送回病歷室,病人出院後 7 天內需補全未完成之病歷,訂有獎懲規定,200909,(*342),
